"","R3388_YZ_1","R3388_YZ_2","R3388_YZ_3","R3388_YZ_4","R3388_YZ_5","R3388_YZ_6","R3388_YZ_7","R3388_YZ_9","R3388_YZ_10","R3388_YZ_11","R3388_YZ_12","R3388_YZ_13","R3388_YZ_14","R3388_YZ_15","R3388_YZ_16","R3388_YZ_17","R3388_YZ_19","R3388_YZ_20","R3388_YZ_21","R3388_YZ_23","R3388_YZ_24","R3388_YZ_25","R3388_YZ_26","R3388_YZ_27","R3388_YZ_28","R3388_YZ_29","R3388_YZ_30","R3388_YZ_31","R3388_YZ_32","R3388_YZ_33","R3388_YZ_34","R3388_YZ_35","R3388_YZ_36","R3388_YZ_37","R3388_YZ_38","R3388_YZ_39","R3388_YZ_40","R3388_YZ_41","R3388_YZ_42","R3388_YZ_43","R3388_YZ_44","R3388_YZ_47","R3388_YZ_48","R3388_YZ_49","R3388_YZ_50","R3388_YZ_51","R3388_YZ_52","R3388_YZ_54","R3388_YZ_55","R3388_YZ_57","R3388_YZ_58","R3388_YZ_60","R3388_YZ_61","R3388_YZ_62","R4163_YZ_1","R4163_YZ_2","R4163_YZ_3","R4163_YZ_5","R4163_YZ_7","R4163_YZ_8","R4163_YZ_9","R4163_YZ_16","R4163_YZ_17","R4163_YZ_18","R4163_YZ_19","R4163_YZ_20","R4163_YZ_21","R4163_YZ_22","R4163_YZ_23","R4163_YZ_25","R4163_YZ_26","R4163_YZ_28","IP.108b","IP.115b","IP.124b","IP.127","IP.138b","IP.140b","IP.148","IP.197","IP.214","IP.28","IP.31b","IP.36","IP.38b","IP.52","IP.57","IP.58b","IP.67b","IP.73","IP.82b","IP.89b"
"Homo sapiens: A tetrasaccharide linker sequence is required for GAG synthesis",-0.479715251847926,0.265541246294882,-0.295430993850802,-0.16837698641829,-0.202048645032815,-0.141896668500468,-0.0193378786504872,0.232212867047959,-0.423847558049009,-0.151906347474658,0.55601000226117,-0.35698123229488,0.130673010747483,0.356882606533936,-0.414553064551419,-0.232699940122246,0.0340714172719878,0.384367703862864,-0.0627334646071047,0.233582091930632,-0.161126826969574,-0.468126941761587,-0.132430692334482,-0.126184586483435,0.335834307500941,-0.251893127780475,0.294033125416568,0.0982112954841998,-0.242356870864531,0.0413424117336023,-0.270207215052816,-0.169980642739476,0.0487628123279303,0.407948416581222,-0.429286632811026,-0.0693961594481673,-0.19270445468938,-0.47386651607044,-0.423155490943648,-0.438890100308089,0.463863081270567,0.413276273557766,-0.0798675838921326,0.0196716631146017,-0.178632536442295,-0.0118351233178288,0.408097545191912,0.0440348243648645,0.41250285364377,0.324466234937627,-0.0825970490546193,-0.15652718742275,0.204693486192397,-0.0181012418406642,-0.231301886055304,-0.349729240496396,-0.270770833292344,-0.381689131260918,0.0467448904112122,-0.215695263932121,0.0356216153781612,0.273421764926573,-0.35317351347531,0.171899890606678,0.409692930075103,0.184389324010401,0.190600456121991,0.117506740981521,-0.221115082064046,0.396596751793836,0.286560048990596,-0.0883286035835669,0.0512561833217604,-0.497406080809101,0.22846733400089,-0.247127883860942,0.288368825203318,0.415661310462504,-0.0720231149948274,-0.401014209358316,-0.381338508547715,-0.109124199000496,-0.114855493547628,-0.0963126075077584,-0.388572796973803,0.104041778851069,-0.214855751731952,0.502459400844495,-0.201299220737675,-0.0229539949059224,0.141186175196854,0.480033398233541
"Homo sapiens: ABC transporter disorders",-0.415336961117201,-0.128259992074616,-0.148776153561107,0.370420010148798,0.186571320395917,-0.270938396541822,0.424211404259467,0.544231915194812,-0.476556045273096,-0.0409887313655822,0.0384401379102231,0.469837251292371,-0.122654998531782,-0.0829798268135119,-0.339777042692084,-0.499939907960422,0.363457531287515,0.34405909237575,-0.155766448263056,-0.00628556177613032,-0.110954058230304,-0.0958292785938813,0.0722233189850111,0.222446709993115,0.468120784286916,0.0657474979179809,0.440077276794644,-0.472258164488375,-0.283311493791128,-0.500150472432101,-0.304478516983216,-0.341433396714206,-0.390956775854117,0.0816542925668503,0.310102629385067,0.357193971540092,0.483755795141123,-0.320180494894091,0.206799197417189,-0.251938001062691,0.176737807094026,-0.271059741055363,0.215412304720357,0.155933148110468,-0.381467964323617,0.310677471145934,-0.240409002794313,-0.128977380388299,0.223682695246828,0.202348422591065,-0.227781630711424,-0.431559868074606,-0.36781024241738,-0.397003520466413,0.201676570702618,-0.0941051955918385,0.399923307606708,-0.0765055245359383,0.011595556790218,0.00143644219896935,0.117805306039156,-0.0178281205232637,0.295730475492847,-0.237741773633605,-0.245719561229288,-0.0556146287196931,0.162683415565585,-0.150437976929204,-0.100348139192754,-0.07342251295102,-0.348006822023097,0.210742450148049,-0.303309014028037,0.33321472425036,-0.374828338918875,-0.155316618009067,-0.480541723603077,-0.331451363441798,0.233335130959023,0.326172501904334,0.141404778756768,0.237744749649177,-0.307109571022848,0.0898172682599476,0.337436387522601,0.168461831776628,0.123214433809314,0.0242848643641103,0.318851002291385,0.197012756718705,-0.166474135087582,-0.492900599209342
"Homo sapiens: ABC transporters in lipid homeostasis",0.387275395167165,0.441667539582763,0.185153661228973,-0.158046364730955,-0.168401874671871,-0.143808102324005,0.119968675175895,0.0290801134543434,0.418671861481827,-0.126217557634614,-0.359435118351741,0.00943120487848875,0.179930383568834,-0.185198312437879,0.16962078356535,-0.355100344813193,-0.101073391447769,-0.384609338693761,0.25196850393707,-0.018676587843048,0.293700305585833,0.209297435795806,-0.118989885164039,0.0127229836040234,-0.0345225370970635,0.295073921337223,-0.471251285464283,-0.0909913912345249,0.286164833002037,-0.251226040156628,0.0520177596600113,0.0867514076163399,-0.311481869988935,0.327294847769722,0.252490140107079,0.026164830640692,-0.479517558028413,0.123793698495433,-0.302280094655467,0.2613345047325,-0.0449787863070609,-0.0681111076829149,-0.347965987414584,0.0106600573934996,0.325249684680353,-0.0636127638898602,0.123819433633024,-0.0300196850392681,-0.264827142690166,-0.220388225520903,-0.218797392793072,0.121359456339966,-0.338987725641476,0.419589334456114,-0.0360200643682815,-0.159061462212851,-0.161828560640718,0.17326825576484,0.0153304916793628,0.124636469047494,-0.262109215847138,-0.246631832582527,0.168810366234196,0.255517435784269,-0.120357647349606,-0.50371482329608,0.0584558323134944,0.071189816961945,0.142085232692473,0.220014916108754,0.307969279870487,-0.252275090780958,0.298564061843902,-0.19269910994454,0.39516514842638,-0.200248533415907,0.43803652049526,0.0520294344278248,0.0536545631540692,-0.24281544973898,0.212217990435163,-0.381646905768177,0.0122695944486264,0.31273028011729,-0.464223288772679,0.368203069623899,-0.429222176431161,0.14520159283638,-0.140993797789551,-0.417487368607927,-0.287950128461937,0.0391808514127715
"Homo sapiens: ABC-family proteins mediated transport",-0.293273575127633,-0.0759911112014482,-0.0585111423915137,0.327551065160559,0.163653556422461,-0.24784688025471,0.285629647967336,0.489747911976864,-0.342733132081086,-0.0667282226644468,0.00757611921687196,0.426874376105584,-0.0535034448688941,-0.0201966070194752,-0.263717339627543,-0.448505354891727,0.23352661296643,0.214475684619603,-0.0260919629650394,-0.0092423683303178,-0.0939927006246179,-0.0490279612948961,-0.00549961583547345,0.155388510461587,0.413110161632539,0.0706083634427357,0.321838968113089,-0.417070678747458,-0.191416139942072,-0.463806285893716,-0.244670001771188,-0.233902998306528,-0.343228673203479,0.127992028962442,0.199384630849306,0.289299575998898,0.331399612714888,-0.250014010544984,0.173028432255702,-0.242917122435528,0.110717993778106,-0.198304268255683,0.0627462504344553,0.137735812113465,-0.314985476596877,0.271292709517357,-0.235877774415426,-0.172194125867323,0.163669120592847,0.103711781725725,-0.232004998401433,-0.317279962271309,-0.330113729228505,-0.360190575699736,0.143019873538204,-0.0575487973650802,0.308588450325833,-0.00673717332271082,-0.0745690514153975,0.0377392737136506,0.0682845237894384,-0.0425214600696282,0.285688674630539,-0.106552069084208,-0.250186357172248,-0.219829232368363,0.0616065290215737,-0.155049098957467,-0.0838662108908391,0.000297818303471531,-0.261269412332439,0.132568298095805,-0.18663575890082,0.312064759841359,-0.293830419852911,-0.236439630538263,-0.391624885675951,-0.307393602313795,0.173683038226656,0.261281247733682,0.151946237470821,0.105892322590509,-0.225091304769327,0.108610849950831,0.27761616706021,0.253882818347719,0.193684829971573,0.0738186787713687,0.148804467071145,0.179015292130436,-0.142352031259412,-0.420815632588979
"Homo sapiens: Aberrant regulation of mitotic cell cycle due to RB1 defects",-0.188914904672115,-0.221655353307068,0.109176286982783,-0.203730548032526,-0.169535711540081,-0.0760922594964193,0.0925657763624127,0.422370705057116,-0.444102088980696,-0.125258131754776,-0.219332200511096,-0.0427336429483368,0.0424026617772322,-0.33047166411452,-0.122457367192132,-0.327943565992613,0.0744592931848898,0.219911309376005,-0.386612171283754,-0.3178936360656,-0.278841142254606,0.21088812888515,0.16615381728828,0.109991412576371,0.373318177428628,-0.107541990739464,0.450326602181925,-0.199243073523045,-0.377938061904925,-0.363931184020417,-0.343898711375656,0.166609859883305,-0.161860515703727,0.181146629108712,0.0187320653337842,-0.0178487102182766,0.160320511079185,-0.0201211309832942,0.117156453363294,-0.33368421756445,0.188937433165151,0.0662427110732532,0.417644957739338,0.152409258205531,-0.332277919985235,0.343472122465957,-0.266450348876593,-0.0312296915313504,0.298098656374411,-0.281905602688251,0.126568682319051,-0.175765318069114,0.0161943625531842,-0.223720623015754,-0.353113107587675,0.264615822815681,0.405428293202217,0.0631075658017387,-0.0548438389865566,0.296196535358256,-0.277446533750505,-0.0842566272236396,-0.00144056317628183,-0.127682049282542,0.210756329802952,-0.196700952704562,0.236165794610732,-0.0569808245000607,0.0326365732551151,0.107979629536675,-0.0861356292072558,0.322816550207779,-0.318096775138914,0.159095744635305,-0.232854165244599,0.131619489758309,-0.496265573526883,-0.531165811924001,0.0241973431317317,0.449265113802123,0.167947914777489,0.361542278651361,-0.126288400179794,0.120569117464066,0.48927897663966,-0.0646936025861498,0.218190922779445,-0.11789220034127,-0.0740132917004173,-0.00685298860141487,-0.061731532868565,-0.402070174124205
"Homo sapiens: Aberrant regulation of mitotic exit in cancer due to RB1 defects",0.0445872891097936,-0.17563006873136,0.193333239702621,-0.340506285222128,0.0683882677006296,0.229496201385175,0.178916736292533,0.446244115499358,-0.408073887775552,-0.194546817856886,-0.435104113344063,0.0814501494571944,0.0864664063681791,-0.0833612581809008,0.0309966567757431,-0.30231019862464,-0.0810262193159337,0.018769123173309,-0.475538731121145,-0.504611026021101,-0.381788247769335,0.163951182204908,0.342336669205159,0.218720169859072,0.326088245169524,-0.0601299905193082,0.448304196732413,-0.12895769555154,-0.499009610640362,-0.427026910700796,-0.358082210288882,0.171403118703341,0.00254075980181548,0.139935177664596,0.0980329124648147,-0.0228240294391823,0.217475224351717,0.0725436344777205,0.363697183223621,-0.272344221651446,0.226236909241452,-0.412762039059342,0.366496165970536,0.128632697247452,-0.351626390303059,0.121196072464695,-0.522510426341873,-0.0575307602102908,-0.0193432516136387,-0.292729418893299,0.313550590294011,-0.0364801968195726,0.160721277523699,-0.242871247691684,-0.341035281136447,0.111846797921468,0.441878428715139,0.205892501431859,-0.18213496437231,0.215406154938097,0.0201676461831177,0.201216572691674,0.0245080298986166,-0.0800388398554415,0.176045350440247,-0.318852142784101,-0.0814615894387342,-0.321746091371006,0.0489338806056468,-0.270180207064496,-0.114636177784614,0.366395732262736,-0.16287598874201,0.357815433496364,-0.232728363934142,0.0769406341118269,-0.53653297979035,-0.530147285179616,0.261582456469395,0.476095853146186,0.404429219189243,0.398049306701696,0.00389902663200239,0.0611503138081745,0.55753004890396,0.00564501212625876,0.150087924897566,-0.358928522247335,0.0470417224865716,0.135401256444501,-0.207568945732503,-0.471127390682241
"Homo sapiens: Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects",-0.371946058166676,-0.216619266605305,0.132885512732481,0.0290030498008564,-0.300779451200474,-0.369625372227225,0.0800974781789887,0.349604974625988,-0.52053892252188,-0.0815770412003879,0.161881897034371,-0.2420451259865,-0.0712435610139404,-0.490424320011213,-0.262678285567829,-0.388232635046855,0.2037208071587,0.299020445368457,-0.29642121837744,-0.0872977183447885,-0.0619200766613288,0.337185553936443,0.00914536583267234,0.0581125512748307,0.373807298646696,-0.216784786507344,0.593483897426453,-0.257440680284012,-0.220395396721229,-0.353314666014947,-0.381930965075527,0.193547228602267,-0.28625031326999,0.217636666807734,0.0148901609591727,0.0360973104524205,0.0465631360819054,-0.0732119043033051,-0.336643848251418,-0.354328349522164,0.141939899034074,0.324785319621629,0.410258426477815,0.0993631774799134,-0.359510798816432,0.4955931623903,0.111830144129482,0.0307983843972883,0.472118060666761,-0.275275587579955,-0.0726406676956109,-0.343247965026931,-0.124158950484893,-0.146551513152381,-0.40813242041623,0.306980871658853,0.39696262010721,-0.208394520606697,0.134493409259712,0.37952795988757,-0.537153828525634,-0.397558358414349,-0.0323628840045705,-0.22158765303043,0.258242225678266,0.0432583260399728,0.475191877115019,0.214713557302344,0.0514955703259968,0.447447277186874,-0.00459488247595333,0.274856211080577,-0.401513917976285,-0.177493647418631,-0.162170250542547,0.108950948202792,-0.471020100410944,-0.587523102187525,-0.227507334761837,0.397798742127161,-0.0697432141090123,0.260241642868807,-0.182757723999494,0.20654857862689,0.455616509116842,-0.0388853286317343,0.16550064416149,0.296320248291554,-0.156601535872835,-0.131034916001344,0.226881525451569,-0.279808615439274
"Homo sapiens: Abortive elongation of HIV-1 transcript in the absence of Tat",-0.399725950104222,-0.410702712618154,-0.513424537264604,0.391130982975016,0.217930265858804,0.317512878342087,-0.00903578126264784,0.253896269839389,-0.413501666736207,-0.0740597866642324,0.179214128696961,0.0422757396434804,0.176612561977231,-0.199226114954616,-0.378098811788154,-0.316952835526141,0.514576964083901,0.435873288398466,-0.0254584351172305,0.412439446271464,-0.176976487509665,-0.558294504309565,-0.399041592243086,-0.0684509589465884,0.627530851500441,-0.242774178433919,0.0430231782480084,-0.404770726098493,-0.36230438650395,-0.170029903128834,-0.458106392512324,-0.360007524887729,0.190882498504325,-0.239530349337893,-0.390742916513148,-0.104352463518535,0.565249212326169,-0.286582851298381,-0.258549402079628,-0.577977436112711,0.476481472812191,-0.0434723027079167,-0.131779917953753,-0.0130943871929188,0.0859657544174793,0.543564451100432,0.00351086466859407,-0.259931558441179,0.521283716252691,0.432195884946043,0.175210596072163,-0.571473739329959,-0.297104169106479,-0.377647750664285,0.09969009214891,0.0827298053222271,0.522096381749331,0.164131060617215,0.0199326184850437,0.470754294370333,-0.296439775561877,-0.284138157169072,0.327680147661362,-0.204799577036649,-0.0855996489128528,-0.000343532517418699,-0.353445483966186,-0.0742481764365264,-0.351814344335526,-0.284046245278102,-0.389919064236912,0.499456522102397,-0.500177019766771,0.0213240145014525,-0.302638569355894,-0.50729961346658,-0.10989079497103,-0.00266161892956901,0.072756778557508,0.37657451893735,-0.256419060988229,0.143128816573843,-0.472441939555251,0.344574897530482,0.194134741017841,0.42672972169942,0.334665234414411,0.21086682147054,0.536691428740516,0.380051124673956,-0.137046463643706,-0.233502875646198
"Homo sapiens: Acetylcholine binding and downstream events",-0.241851127182042,0.0682344279867206,-0.245489999674882,0.0993511237519406,0.454381522681012,-0.0303339632885964,-0.155240758329585,0.126053133684053,-0.0340273654445124,0.262518777325375,-0.070138915174789,-0.0745802728298856,-0.100707604402251,-0.0631695047698055,0.0541448333934033,0.128712997456148,0.510407246503504,0.0873287960486532,0.106362269665642,0.327015231224127,-0.0892310948436661,0.00571958865793298,0.00716059293069835,-0.065327201084976,0.423076491196882,0.371147046023559,-0.0687807328375767,-0.0291896691502943,0.293797705891709,-0.111607292871014,0.0836732900812829,-0.171276645493721,-0.165397745336812,0.322031616450292,-0.210480163684288,-0.176032898621907,0.471521330308404,-0.0179778097519979,-0.281992441617708,0.349572857883659,0.345468858090451,-0.353869885125658,-0.234807397415426,0.395975703147239,0.303845627244676,0.0178240721478123,0.316335973425666,-0.412083868236247,0.552892344575527,-0.500626586213836,-0.230469805174476,-0.518155631366809,-0.104147083229002,-0.325078701108234,-0.372096429307284,0.371989099301227,0.246124729648022,0.155354490271927,-0.0838889430397964,0.292075090544039,-0.0450681068158695,-0.358330054011659,0.27748937593333,-0.281193915261293,-0.0123645388457184,-0.129373996328638,0.202941472176907,-0.124416645803398,0.392830459644529,0.540289847031556,-0.35371429774328,-0.246021574888159,-0.0754645225171534,0.110874495908313,-0.0847063928078892,0.0450158158990984,-0.0885258434537118,0.180828390910927,-0.154028200338288,-0.528682230664597,-0.00652113907434751,0.612934888925085,-0.214575096054435,0.399550230453416,-0.447073244576854,-0.405714861372009,0.315843687351645,-0.245117456968371,-0.355524033046107,-0.407627418484625,0.0704823643630065,0.138831372298756
"Homo sapiens: Acetylcholine Neurotransmitter Release Cycle",0.220339536088953,-0.113293903369846,-0.282748690895712,-0.231028688751262,-0.336933506983083,0.406244231307679,-0.388240699562507,-0.161545501726038,0.0606778285197119,0.0993426647400846,0.456523089765086,-0.170443761198409,0.195716514803527,-0.0211350774332823,-0.329337457763592,0.250870359791814,0.300742727666973,0.00096470546361771,0.165543802271309,0.46699796650508,0.153300711757756,-0.270147841753738,-0.289576927605621,-0.0265996872241484,0.212922376812165,-0.471593088705364,-0.509620855175376,0.362340310123864,0.121223828421635,0.507879660582182,-0.120127776287467,-0.336659864067678,0.139291446606096,-0.146958722338745,-0.464213185842468,-0.410037509590193,-0.0490784520778858,-0.286480096511881,-0.230781779810978,0.0706812649793489,0.376834364804159,0.247798574604164,-0.260978279907694,-0.0475591419357781,-0.168043965642478,0.211432357547425,0.272839960656181,-0.159604367367288,0.150242292438515,0.379098229183126,0.2788214780194,0.283186972472463,0.120397179870148,-0.00640586945264135,-0.337108827876474,-0.314818778720868,-0.200352039973629,-0.22517801465927,0.0105911641845182,0.187433917691095,-0.0476117764754588,-0.0143383329899855,-0.19820454529653,-0.164558707925689,0.245724809802642,0.053986582371284,-0.269480003861841,-0.126299577816362,-0.393923445879531,-0.0134983379314827,0.132135175549196,0.347917094151235,0.0176584843152097,-0.4286441341022,-0.371466095511077,-0.127470041372067,0.278141481329097,0.206958060007558,0.022399013729843,-0.479739940414311,0.322407084227442,0.196720512823648,-0.0101451153075183,0.244339898535649,-0.261403447062609,-0.044975986000739,-0.279076091295901,0.0182128002332567,-0.330378837406478,-0.445942757048389,0.619484947627313,0.308990282963066
