"","LP.01.01","LP.01.02","LP.01.03","LP.01.04","LP.01.08","LP.01.10","LP.01.12","LP.01.14","LP.01.15","LP.01.16","LP.01.17","LP.01.18","LP.01.19","LP.01.20","LP.01.22","LP.01.23","LP.01.24","LP.01.25","LP.01.28","LP.01.29","LP.01.31","LP.01.32","LP.01.34","LP.01.35","LP.01.37","LP.01.38","LP.01.40","LP.01.42","LP.01.43","LP.01.44","LP.01.45","LP.01.46","LP.01.47","LP.01.48","LP.01.52","LP.01.53","LP.01.56A","LP.01.57","LP.01.58","LP.01.59","LP.01.60","LP.01.61","LP.01.62","LP.01.63","LP.01.64","LP.01.66","LP.01.67","LP.01.68","LP.01.69","LP.01.70","LP.01.71","LP.01.72","Test.FFPE.01","Test.FFPE.02","Test.FFPE.03","Test.FFPE.04","Test.FFPE.05","Test.FFPE.06","Test.FFPE.07","Test.FFPE.08","Test.FFPE.09","Test.FFPE.10"
"Homo sapiens: A tetrasaccharide linker sequence is required for GAG synthesis",-0.0593798634126132,0.102298125897363,-0.314008246355229,0.110733228017915,0.0158988813145285,-0.153468641531422,-0.278943072719974,0.254720327330746,-0.270617185154179,-0.2822465253408,0.0159283679058404,0.272724259552467,-0.215645218899669,0.267756135295813,-0.37082978471815,0.258473184054839,-0.0315587752991589,0.230009782411871,0.130124264535889,0.0025000002847034,-0.115141485687768,0.330806094021221,0.134334187321208,-0.0802537775906781,0.154736644653789,-0.131516375297932,0.00853937166391422,-0.413609951490271,0.141658472631904,0.449376119052751,-0.322086790768005,-0.311793155554479,-0.237556376056325,-0.319640014632274,0.377751022035213,0.519768632473644,0.379235268638775,0.114516784365892,0.333840440256347,0.125164706590283,-0.484665625659285,-0.101973052993007,0.350741951228077,-0.000329689056067006,-0.244985508158452,0.0562171694658905,0.127064219679378,-0.279003642488105,-0.475276209755594,0.162909609299349,0.445191317793493,-0.390241488588831,-0.065841253128905,-0.193782193730739,0.0119261722329762,0.173810788051517,-0.155754436807955,-0.0562157289276102,-0.100844055657833,-0.197123702907125,0.426722947052746,0.172064220551385
"Homo sapiens: ABC transporter disorders",-0.469265256625261,-0.349133504598638,-0.453886086916801,0.496254619248875,-0.193253190155896,-0.286448974455125,-0.393382974544685,-0.0023423566490885,0.273755319819032,0.236731638407482,-0.451273138923332,0.5285874963046,-0.109117126703926,-0.161701182619004,0.388763969243959,0.134782708692715,0.0224173283944365,-0.0103939237718908,-0.409769306798676,-0.334340958389458,0.199390357064273,0.116632647592527,0.268573590061451,-0.169104567388861,0.0409429433514439,0.0355327464975946,0.429538775591177,0.402575277339995,0.100752862826831,0.0753644371626058,-0.197079591476875,-0.0283431972867266,-0.499008054636971,0.362555881052017,-0.493532451131313,-0.157243963228782,0.0597876139721381,0.0113155281624794,0.262928606836981,-0.290668766206155,0.386957882402159,-0.223736544172897,-0.371508937283187,0.454363482150831,0.337940927863421,-0.0685833677190714,-0.439661924319374,-0.196550420110167,-0.415549252058907,0.425186387938853,-0.397624502834017,0.422522078628494,0.330255973526608,0.24826903316043,0.00945370712170399,-0.186243710853148,0.15819541932268,0.39965785107554,0.33046666789177,-0.237013657551027,-0.401598777046589,-0.165059717101983
"Homo sapiens: ABC transporters in lipid homeostasis",-0.149165041078946,0.0410392805508593,0.526161199247244,-0.169581485500468,-0.195842541069068,0.396122598000343,0.343108155119973,0.0625512799554687,-0.166025915735074,0.233239120568738,0.321889263187754,-0.355231382720938,-0.0797152111693677,0.207335553890576,-0.40008954951076,0.242458501581903,0.0470701229291383,0.307404902880528,0.0278148645422966,0.00685615461577732,-0.188640914746976,-0.0924903062271979,0.205865294513338,0.110452388826815,-0.226199773939363,-0.405591019895997,-0.354513529497659,-0.265947494315975,0.185217391889903,-0.252483155444865,0.360152422107661,-0.093618736828307,-0.44942034424044,-0.552995009414156,0.456009301108119,-0.244082209570726,-0.283883112839339,-0.0384129868582547,-0.463418820646031,0.0808274340328881,-0.153089621281383,-0.0268507559859509,0.256452669692847,0.203734028467849,-0.522796031254949,0.278824025132857,0.236263927287046,0.418710588155317,0.000872916745277397,0.154095289199818,0.164263101478185,-0.10171957232005,-0.11992607151794,-0.159164274676231,-0.141031055058619,0.407385185261051,-0.143250542979921,0.142480984942359,-0.302933695000021,0.414524243629005,-0.281824457169856,0.254800242610049
"Homo sapiens: ABC-family proteins mediated transport",-0.388990590775006,-0.267657250077585,-0.267119058518523,0.412765356648236,-0.246767847405713,-0.122870549807788,-0.325260976970045,-0.00155413961846758,0.175399531910007,0.246740713333956,-0.339400652638596,0.448153421647831,-0.100654563484048,-0.205015559066939,0.291202158646802,0.166370491288641,-0.0727774221976048,0.0643453022736064,-0.349988961306994,-0.196159761158021,0.164895636986359,0.116887528485781,0.296430808332134,-0.126964527965349,-0.126580271472136,0.101296001270317,0.305238744590828,0.256201631096815,0.112505144383302,0.0262065578100948,-0.0974485697861829,0.100224476817309,-0.407757136297245,0.200693817136757,-0.439499786641075,-0.187197422542745,0.044438076688074,-0.0620681779673091,0.146280320853,-0.245910305932061,0.210954607541708,-0.186163558394108,-0.219156343303767,0.408563692439823,0.194759698549878,-0.00935323151800957,-0.283655021392022,-0.166136458993481,-0.356400132589198,0.392539647121147,-0.381316345294588,0.334989495148274,0.307157884243398,0.120714462248096,0.0299063666554992,-0.0409736544370457,0.142845636384226,0.313286828960194,0.222809800360101,-0.123040770075817,-0.368603446633994,-0.0835263388895147
"Homo sapiens: Aberrant regulation of mitotic cell cycle due to RB1 defects",-0.491017358401179,-0.319743883229497,-0.246964057420937,0.298501372834796,-0.0344509471319258,-0.40690998775897,-0.305412618867736,0.37396509723014,0.443791094508666,0.369842859238091,-0.328355576682509,0.485710941524332,-0.0980000160358506,-0.376888938455812,0.0759132909620946,-0.191253851320029,-0.225965610275703,0.30709593121729,-0.492821597687367,-0.052278839817297,0.0629738566078398,0.298417728709841,0.344337333942422,0.00833515107287774,-0.291532953497565,0.404777157954041,0.408775435893221,0.28070161281878,0.0845870992231053,-0.115675287460098,-0.125582443908958,-0.175247227132306,-0.46572638070905,0.387044544421625,-0.520273347916449,-0.132258752274179,-0.308452982446096,-0.105307255371784,0.1093244118805,0.0336170402104333,-0.0844704191103517,0.209059882912002,-0.0900867138478863,0.265914226098694,0.360204906304893,-0.179921509306858,-0.342615265722296,-0.363224538776515,0.0376602746932128,0.255735460316907,-0.267969918257836,0.427062541925728,0.262724425824838,-0.10675243090672,-0.413476358482146,-0.104912839538272,0.137290730648189,-0.121386503050905,0.415525205802165,0.221757293749043,-0.209592483825627,0.295507104227699
"Homo sapiens: Aberrant regulation of mitotic exit in cancer due to RB1 defects",-0.439637968538231,-0.269625038259468,-0.0122866978175373,0.367450052744638,-0.435132830976542,-0.117683454188495,-0.223914986265185,0.526732724568239,0.328732537027344,0.225268310746773,-0.419466782647693,0.581194743038469,-0.232313766311538,-0.285020323349876,0.245669631236783,-0.134031537696845,0.000760127308009922,0.174958382075937,-0.488706332183265,-0.335806380810665,0.0906540170262038,0.263592041643361,0.378954456552589,0.00389041671322354,-0.375828942121057,0.383262725278837,0.447470025663459,0.31988734640985,0.223355348753313,-0.194896802148664,-0.285309566183813,-0.147087417558016,-0.2548199616123,0.5281207229371,-0.495661196135102,-0.361385880763973,-0.435027659473387,-0.34850485924148,-0.153082033092657,0.183762033867103,0.0951884187321453,0.132664539895811,-0.211739494706554,0.125756373023747,0.381432234430693,-0.23651704061508,-0.434516134251883,-0.144437569311638,0.307199124025792,0.00110465887214889,-0.41435463648199,0.54699495230828,0.415890544362929,-0.00115519066403771,-0.425830859375724,0.0649508334292458,0.100200813991788,0.0248867494144331,0.455726039249826,0.0927644647754256,-0.254225920552779,-0.0566143728312618
"Homo sapiens: Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects",-0.528254940529583,-0.325710059924877,-0.442151180540698,0.102575180447613,0.328134671131721,-0.551990493153446,-0.317125266772032,0.208177680858429,0.580888067414781,0.449552030693022,-0.149644221003755,0.270653281184003,0.101419373183497,-0.461089184873569,-0.107416891566505,-0.284844036130237,-0.299031085049275,0.370898471036341,-0.512161910936293,0.175759668443527,0.0739579666171642,0.318404476592724,0.301845174973384,0.0963466227146352,-0.280880517623097,0.380483459176561,0.33583123859971,0.263279645474474,-0.0683049515900592,0.0869140075805354,-0.00891549455885474,-0.245112053979056,-0.619783965061894,0.259199340107599,-0.552998175705452,0.174740860381572,-0.185642545247441,0.234627141330726,0.385174859733961,-0.0861735820994572,-0.385092880715378,0.314535385831509,0.00352493279562835,0.436750423767344,0.321272328143683,-0.126220256026669,-0.243505318757141,-0.496603771625265,-0.229089394661772,0.405325428167551,-0.0266414764063287,0.352207172768291,-0.0188217349205793,-0.24992291104965,-0.432768933045976,-0.224945753471388,0.248268101840843,-0.165178021795791,0.29888658016728,0.263331507322345,-0.157023664162486,0.476229270518143
"Homo sapiens: Abortive elongation of HIV-1 transcript in the absence of Tat",-0.545080168508553,-0.310367678002996,-0.34763820382167,0.487893367194553,-0.347554617108893,-0.434350228188691,-0.507455595134318,0.126489364999866,0.498368885636955,0.0120435319798826,-0.243212038725494,0.427220898147568,-0.301974779959786,-0.0703262397050863,0.180947070389398,-0.44125053265519,-0.303532603252398,0.0794089262184234,-0.382214737416202,-0.137058758658686,0.114246711592464,0.549462179119676,0.294296401825838,-0.499516527800549,0.213552890533239,0.525642917375374,0.532514443990621,0.0156725849940848,0.0450433987528855,0.13453086395897,-0.228341364015482,0.392605192486486,-0.564955812406809,0.642850259941043,-0.585169304618187,0.007661310612331,0.072050685790423,-0.435467095268866,0.135892502054635,-0.418968402468271,0.411765511850461,-0.342904183873361,0.0516504762034262,0.582063127075631,-0.0829671765688631,-0.467346796795089,-0.496219927604212,-0.496748211396632,0.145699825999254,0.570591261401331,-0.547138087560738,0.465417324510866,0.644874679475807,-0.0455404795594104,0.209712405174362,-0.139415003631773,-0.1104919195636,-0.384681926492149,0.523365495159113,-0.242880504645034,-0.425442244962929,0.340073685580994
"Homo sapiens: Acetylcholine binding and downstream events",-0.354885785278874,-0.451539675830176,-0.113883208660993,0.249685332181109,-0.118631762794648,0.0440895163470381,-0.514215612333595,0.237022912523581,-0.118107890087852,0.045565892456456,0.0650128590181156,-0.243149365725611,-0.159637961177944,-0.0073510214380676,0.115800693884344,-0.0989692908237745,0.0411754571297251,-0.331181018705585,-0.0530472326046173,0.470571906499067,0.0462053374164551,0.257242790777456,-0.081306575137795,-0.298978391597021,0.18685693058338,-0.253993301100516,-0.385105071271375,0.0736095102018458,0.462467418737951,0.320635984993899,-0.100550582209898,0.298608790452878,-0.501588994838681,0.123045305689324,0.234208910809242,0.198377060603977,0.425791142422894,-0.173943154910018,-0.34728143423271,0.586279027930054,-0.358647119780418,0.238590926508275,-0.0313466616156129,0.0523858257643887,-0.365263556566391,0.243880171863187,-0.125394118891269,0.138809316383585,0.192739911478623,-0.164787137088442,0.21934655970306,0.199918344850138,-0.15677073738528,0.196848322757325,0.079919531987596,0.211464941107152,0.290322697877543,0.0686497707320023,-0.262671312041447,-0.123662540569773,0.454496585362031,-0.395651413542306
"Homo sapiens: Acetylcholine Neurotransmitter Release Cycle",0.00243075545318883,0.383447400947142,0.0694797751188314,0.401368075366434,-0.416689833367177,0.331067899594181,0.00424460623110862,0.354189189476351,-0.239029249802441,-0.299437108623551,-0.194831693559944,0.366823545793647,0.00322897653410945,0.527899734396471,-0.134668977721516,0.0943006742273221,-0.0303645588597899,0.184445830559078,-0.0232050912364002,0.172217727530703,0.0706926528879111,0.0455360044840632,0.0505327944180306,-0.450392827511055,-0.171041618399184,-0.120801866276914,-0.00874147121848012,-0.248606073656587,-0.109554954291705,0.1403343213079,0.0489841991470462,0.185223278109148,0.0622707423327186,-0.307006827747486,0.331848062874564,0.263175025348549,0.0659543686846923,0.280529646450482,0.00215187284316459,-0.419226092604977,-0.0246801825027465,-0.0334968598780446,-0.049323186970396,-0.359090034748596,0.0104763657471723,-0.00892467945181516,0.11141946790515,0.0339814583771754,-0.130134580070181,0.24548589036533,0.0934511153335431,-0.511114819293188,0.321229072652871,-0.208983005811179,-0.059289642968616,0.406366186816491,-0.504366143296446,-0.12599528517199,-0.0264235524597299,0.536672592572145,0.31708401937607,-0.127548801834482
