"","Patient1","Patient10","Patient100","Patient102","Patient105","Patient106","Patient107","Patient108","Patient11","Patient112","Patient116","Patient117","Patient121","Patient125","Patient126","Patient127","Patient13","Patient130","Patient131","Patient132","Patient133","Patient134","Patient135","Patient137","Patient14","Patient140","Patient141","Patient142","Patient143","Patient144","Patient145","Patient146","Patient147","Patient148","Patient149","Patient15","Patient150","Patient154","Patient155","Patient156","Patient158","Patient159","Patient162","Patient163","Patient165","Patient166","Patient167","Patient168","Patient169","Patient17","Patient170","Patient172","Patient173","Patient179","Patient18","Patient181","Patient183","Patient184","Patient185","Patient187","Patient188","Patient189","Patient191","Patient193","Patient195","Patient196","Patient197","Patient20","Patient200","Patient201","Patient203","Patient204","Patient205","Patient206","Patient21","Patient22","Patient23","Patient24","Patient25","Patient27","Patient30","Patient31","Patient32","Patient33","Patient34","Patient35","Patient36","Patient37","Patient38","Patient4","Patient40","Patient42","Patient44","Patient45","Patient47","Patient48","Patient51","Patient56","Patient58","Patient6","Patient61","Patient62","Patient63","Patient67","Patient7","Patient72","Patient73","Patient75","Patient77","Patient78","Patient79","Patient8","Patient82","Patient83","Patient86","Patient87","Patient9","Patient94","Patient96","Patient98","Patient99"
"Homo sapiens: A tetrasaccharide linker sequence is required for GAG synthesis",-0.388850561451078,0.346755892757182,0.392594487853728,-0.31571725182718,-0.396239196490954,-0.0578242604437448,0.092415411821136,-0.143512485228778,-0.0227336785884394,0.373985323052028,0.169409233288851,0.34507117549761,-0.0155247673583132,-0.326298659139691,0.300965363408989,0.123197159534486,0.1746527983783,-0.31500621585369,-0.382613874472919,0.389466068737659,-0.376093550447625,0.0792011445334737,-0.192444133088702,0.145901534288294,-0.468652791185772,-0.438165796388045,0.170322549458763,-0.280483610596213,0.0262303037003657,-0.0389030067831301,-0.242524155094206,0.420317866142046,-0.0152906240739261,-0.31358136261095,0.159582426471759,-0.344984704017756,0.259248898478373,0.293372962245157,0.451878031683823,0.335199651623431,0.182670806743453,0.122585094320555,-0.230078450261889,0.18869472325052,-0.063735865083736,-0.22686467230645,0.0785851115284689,0.289897349351479,-0.443895608400465,0.294165999480024,-0.0482185636556919,0.209991793844722,-0.321033658384539,-0.270295436209511,-0.43200764831774,0.0694753681476049,-0.392161938312811,0.318692453439675,0.126809605631889,0.18604287230931,0.249618161475593,0.238633083692895,-0.261486994359415,0.159256172418845,-0.130181671323065,0.00132798411052312,0.281426805514746,0.176120848866743,0.344776241182764,0.636051160872302,0.437225455858171,-0.164104861436136,0.255506862405049,0.326221608105108,-0.5019491613343,0.0124296008771359,0.0923515711315047,0.343497342644374,0.208532013272219,-0.537646939140934,-0.434609474354102,-0.588244334459561,-0.327602738114904,-0.281654747429074,-0.144443126047307,-0.0500802812468052,-0.115093698210952,-0.203343811916359,-0.310032158432706,-0.20772396364865,0.00429272636462602,0.0657036520405751,0.101417566854879,-0.0226751637238858,-0.125581790542874,-0.493546154516016,0.339000685658197,0.154908854258129,0.279712937270113,-0.214321916829394,-0.397543830403996,0.0969733973294015,-0.516117067820332,-0.427934688412584,-0.171523861926665,-0.398940471577286,0.357943197358338,-0.12572793585746,0.195698994644289,0.523315589163226,0.43765012026979,-0.454259492220525,-0.138791610095458,-0.242407483693995,0.224506165487512,-0.373417693365003,0.273281188457486,-0.378506978955479,-0.0200252427515191,-0.396754052592927,-0.144592212368148
"Homo sapiens: ABC transporter disorders",0.104837248230301,0.389308674601666,-0.302596572885436,-0.271089127590639,-0.236791037202929,0.487487597975882,0.059648169880085,0.245588480589036,0.333678183216001,-0.389418461965207,-0.490786564827961,-0.161285868461545,-0.229482653237625,0.103188119376859,-0.319755117346947,-0.406790279154591,-0.294938119366988,-0.0348827536109989,-0.0011334064028215,0.133933928659396,0.248447638468593,-0.183850739813764,0.0815239697988921,0.28791306248953,-0.306223189308922,-0.182866450550737,0.372871587615979,-0.164394966919923,-0.350684449341634,0.081340536721375,-0.27167647747176,-0.157563034539471,-0.0599575293816712,0.0486568735305495,0.325993320062256,-0.23898278428288,0.00116302181001884,-0.468940467459355,0.474134120881712,-0.152819598587781,0.14493312092807,-0.217535025147846,0.0897405600469804,-0.410760163616683,0.379114421042269,0.300512657578671,0.155319177048883,0.207179366857619,0.174664768284354,0.320459372121087,-0.0738299418153717,-0.277604629821085,-0.222070114496603,0.169253469281526,0.28165147758269,-0.402024656719697,-0.0879707871737323,0.0278192477810324,-0.0460907913815756,0.47076160202324,-0.0540103269484224,0.3958413558986,0.345660478086881,-0.313667260948832,-0.00526413290787284,0.405477201585557,0.0436258985075861,0.435864784493672,-0.125908030808603,-0.176299989473638,-0.0971811645102249,0.0732646703522773,0.0771407206334048,-0.531752643951098,0.469608336252225,0.168700977035082,-0.271031745156282,0.0242493285829213,-0.370807205463503,-0.417434669845846,-0.38628739333242,-0.168513012140883,-0.556376706396293,-0.433445677335149,0.088883334659159,-0.0447149311841117,-0.484572557229822,-0.03518491483738,-0.341638483294825,-0.137864823797294,-0.0129130642494039,0.0611596647940639,0.0946514973869801,0.0251364651856576,-0.527836162035789,0.394356139023478,0.36693443273199,-0.326320805129001,0.0576991986012147,0.0518527548814144,-0.269729904649266,0.0497768048166514,-0.395013526706968,-0.0999102631468663,-0.458174327842985,-0.459316764197849,0.250862995104395,0.0848819631160083,0.163845465444011,0.384351666394073,-0.0562285151486039,-0.197087558387665,-0.0278379475460733,-0.400756084844248,-0.207095874081357,-0.241412968062463,0.00217858935804671,0.303721747455884,-0.277669611784438,-0.249845782205877,0.441969100894231
"Homo sapiens: ABC transporters in lipid homeostasis",0.0568060851223597,-0.396213036653698,-0.0332482745732594,0.365829256719781,0.0166002841997474,-0.168212159914542,-0.0857430975478275,-0.331616477065074,-0.0388419953223407,0.170278084202831,0.198902898526879,0.0127235792786582,0.0342967121814985,0.0938703500121463,-0.147269308872081,0.326289030035518,-0.495374967912018,-0.0639312354725099,-0.05516992234785,-0.260719927078469,-0.0500689672125888,0.308131278015915,0.0657089157778263,-0.133901895128874,0.438437586650666,-0.0931018767490703,-0.581616351894253,0.0157368769595545,-0.377603913946911,0.20639345629089,0.320765851116738,0.211788677929704,-0.0398539825058346,0.056662192975148,-0.0139590159917046,0.234113881481231,-0.168504906482697,0.434347179355073,-0.140766376408542,-0.0318489146947925,-0.463290304140047,-0.407386810260108,-0.11118557575389,0.0934829899084065,-0.415748718314102,-0.161139952439572,0.38524969058838,-0.12384175515422,0.0940525742655203,-0.310913858244801,0.0387136615415665,0.479975698449168,0.0138587294885378,-0.356680809945692,-0.246619301859971,0.60834345410697,0.444891892954827,-0.0806766382116851,0.473975108942155,0.123173766351687,-0.47878317844991,0.314248347279693,0.148254087681224,0.206531254509022,-0.182946035551027,-0.302900013121943,0.101361109244183,-0.336778002611277,0.154041726707337,0.397021465590926,-0.0991388918642263,0.0633926115701975,-0.401829671953933,0.0867173692567419,-0.289973074451618,0.179383053326211,-0.424279819441114,0.421403236235934,0.561966533634261,-0.23643672177357,0.290428940056873,-0.0959628680864089,0.0313017847699092,0.229504101902174,0.362349923565233,-0.158165510149739,0.080841970476436,-0.177710924855123,-0.354115541906906,0.0735053774473543,0.0101156773015521,0.0825661293407077,-0.138516402549975,-0.149078362674248,-0.388947396315158,-0.253858845395175,-0.0726853497662814,0.365066621907357,0.00171337668851279,0.10509659264385,-0.345794030341617,-0.35384082902004,0.126546743624203,-0.326971620198471,0.0674928879456186,-0.154602484404468,-0.2884607218793,-0.302822999474777,-0.100242377008332,-0.42515670727132,0.138511628956227,-0.220349596500623,-0.0119459617526901,-0.300740543003784,0.142509598504824,-0.286573628211734,-0.0936034848261744,0.173775420122618,0.220430412400428,0.257250475458763,-0.271546927701513
"Homo sapiens: ABC-family proteins mediated transport",0.138122404801351,0.284490654120621,-0.227388932586156,-0.271976124196167,-0.146081730827948,0.397175135496023,0.137833946896318,0.125734048494765,0.278631864582796,-0.209555909729794,-0.383772340830938,-0.117061586397669,-0.161742129802219,0.0616900283386807,-0.231875588263734,-0.30443680861218,-0.350138809488164,-0.0819512266907666,-0.0516001808607999,0.054585829092455,0.153263922924654,-0.15320840398643,0.0946574201971604,0.138775260513291,-0.248108818666354,-0.174877870532628,0.14596751236983,-0.161340681238038,-0.303777984819186,0.053909979711411,-0.147929939037229,-0.105353863284969,-0.0551269129538889,0.0961492547264295,0.188912505005413,-0.187644243071474,-0.0193291727925468,-0.344249399902727,0.382678613872148,-0.019653390215349,0.0305321796081801,-0.247215597881567,-0.0250574952613084,-0.351633828866096,0.251604508698714,0.222403873713935,0.238420027695025,0.169816187126508,0.196397952018873,0.240338073833071,-0.107366941094052,-0.158189588118291,-0.251965537602579,0.122119203829525,0.215703886493818,-0.331923820000296,0.0291387338971059,0.0167265936227316,0.0507381983393392,0.399883344846896,-0.151638042501353,0.351079821738253,0.344403009711305,-0.302737772306407,0.0875659759015536,0.278648616912088,0.0892065110252162,0.272413996819631,-0.0373611270692989,-0.0701819513936096,-0.0864481737392981,0.0829419747593176,-0.0389245379434179,-0.421824031317259,0.359266942213123,0.144335786953956,-0.318740470504446,0.0410758983564801,-0.326373111447401,-0.39338541065392,-0.290767707251203,-0.114421506105022,-0.481386519318654,-0.357538943348149,0.0511389716523301,-0.0359768185351122,-0.371630052264373,-0.0998328665627104,-0.272921541924747,-0.195852779556139,-0.0394152118847975,0.0249185712099813,0.096230479036093,0.0379464047636451,-0.483115875730605,0.28618908838228,0.305944542989849,-0.246021149580911,0.0828572629027044,0.045162439109795,-0.31593175040803,-0.0316669731975608,-0.320963106811584,-0.144183786756799,-0.379865492654161,-0.373194316589348,0.178590974947877,0.0658783117826859,0.064070433759104,0.249090592076847,-0.0722467467791185,-0.203512355155626,-0.0309032175157205,-0.365173808633094,-0.213528654827983,-0.222159301709878,-0.0161377401213597,0.221640913952019,-0.142686463163068,-0.253355433851809,0.370614979110562
"Homo sapiens: Aberrant regulation of mitotic cell cycle due to RB1 defects",-0.104748686141301,0.151159569027476,-0.276896496035546,-0.397817457378525,0.418751819236151,0.12098025893774,-0.256156734773788,0.141770337441114,0.0574595568759693,-0.00704148859548559,-0.195810005655142,-0.577656836732503,-0.163634395950119,-0.00245194677784202,-0.362914310382454,-0.38622044089433,0.0612446723327956,-0.207323196173165,0.212092337075615,-0.176652387757096,0.0452656881190832,-0.273963565408898,0.340642068217915,-0.081918816023331,-0.108311578912545,0.195371912508768,-0.316384958301401,0.322782393463279,-0.482942522858433,0.316618583241203,0.0596472851400079,-0.154797918813067,0.058630979087153,0.197353306952319,0.311312661932869,0.132923036491966,-0.137299833577156,-0.488975609960589,0.0693681302614172,-0.41644356920599,0.192768639498655,-0.246045995173069,-0.122041466304218,0.148945620621332,0.328745669480266,-0.207884785066887,-0.0773848035493348,0.332483183674799,0.260981572501469,-0.365293821477036,0.0771834387033949,-0.220360909909051,0.22489985750726,0.307879292899453,0.330203089955565,-0.170431242806741,-0.137737971674533,0.0541667932618643,0.287666422431873,-0.20112912695826,-0.062329142243164,-0.293108134466832,0.00504111481203182,-0.241156667303253,0.0545131523359694,-0.221565895103356,0.364095935082094,0.00374611172498412,-0.133527965313689,0.140726651915952,-0.0752129051791959,-0.122138101782966,-0.0765431708369058,-0.422550231007578,0.489881948513524,0.120544087395205,-0.333494413025692,-0.275004651076219,-0.154951374804653,0.353357811557709,-0.0995619769003858,-0.419973523450189,0.000861235527538945,-0.418221293839509,-0.423311983941475,-0.391299474151487,-0.274094613366411,-0.146445294611477,-0.119607909100859,0.028151488577977,0.0708071850270991,-0.0671904542927724,-0.00139414681053196,-0.150226507110073,-0.0495422202456813,-0.0536185720893532,0.0104371748331244,-0.360890809727133,-0.0933912495858727,0.276819312991477,-0.409410123094285,-0.42495378524811,0.135667275591105,0.470096760653033,0.343693739632424,-0.333955981209644,-0.0712714947701644,0.194513842655296,-0.0900915418611126,-0.163176387536121,-0.579234640804937,-0.22166964727037,-0.0861938380062917,-0.01841739721766,-0.32897848771106,-0.0401633473453402,0.042977432614239,0.338655613604796,-0.391993569713705,-0.445477721739932,0.204326408139038
"Homo sapiens: Aberrant regulation of mitotic exit in cancer due to RB1 defects",0.181332227940569,0.155778653112101,-0.41471440257522,-0.427197471501864,0.333014640161792,-0.00873603644678234,-0.0951233837788646,0.397194316051011,-0.114516617382457,-0.0649514625743045,-0.162694364123219,-0.639438542109398,-0.264122098208525,0.11033940774969,-0.503733571284079,-0.441895677126516,-0.0856874097930314,-0.27632580956528,0.249261104541142,-0.222798594206906,0.0988027725923531,-0.164766896535932,0.283729813666097,-0.0743530547060066,0.109761429956524,0.0204381917314765,-0.288936420600268,0.329332844011831,-0.414213472698184,0.604154562142642,-0.222317364394108,-0.0773900650821031,0.148232316948819,0.455906747692307,0.238216532462549,0.292059189786124,0.116789400474657,-0.361561990782403,-0.16570076661959,-0.406637685744223,0.105053763616935,-0.537030240410382,-0.0496308984784214,0.170795409011531,0.565816735891472,-0.386905575405985,-0.0674720980259747,0.342094234410022,0.28022449769294,-0.46446634471685,0.0520933718466442,-0.161365280934555,0.33448753433447,0.366592947532739,0.286454674393277,-0.0349394406765121,0.218761320098638,-0.0175877182577297,0.355270527482075,-0.053574545126475,0.157105786751979,-0.440319792217888,-0.0659085615299229,-0.401158632237237,-0.166126825968306,-0.347174545832991,0.206644621638038,-0.113791108685743,-0.369402370560728,-0.11061067285546,-0.366719939168988,-0.278122944179657,-0.37802158951558,-0.488418139590333,0.584301283316871,0.215115128760862,-0.364325181925548,-0.435378775446312,-0.171363602984668,0.273145645777813,0.150365678727849,-0.465096049328319,0.207963821074375,-0.0927793949678515,-0.220219952692773,-0.468289762679868,-0.0278632869251667,-0.144068470679975,0.231056384022463,0.407744855646853,0.168689421175036,-0.3826005701841,-0.251069837387278,-0.341659967927787,-0.0852743459614893,0.0439656799634046,-0.0895870665475321,-0.529959229010914,-0.0932593943669115,0.15688572061652,-0.387349677867468,-0.329367102565978,0.208820972892512,0.573595554671453,0.115858873724241,-0.309502386990671,-0.135694807875581,-0.330646328406288,-0.308842571072374,-0.410032436933158,-0.650397280940886,0.0691688030182062,-0.0483631547514821,0.251476212667905,-0.382007018571312,-0.109650349454558,-0.135339591907742,0.414375550617491,-0.393628622518234,-0.279701495213066,0.432586468287932
"Homo sapiens: Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects",-0.396829040454172,0.110383444729031,-0.0888168435187462,-0.33639773754446,0.532425077378635,0.212125689898781,-0.384385937960503,-0.104570840229533,0.280306854222565,0.18921438414261,-0.240465777029544,-0.576564124807359,-0.0286451201943974,-0.0173227149680139,-0.274121963116856,-0.363470290395875,0.219816597091327,-0.035562697140836,0.163228310780259,-0.100678372156723,-0.0242660267560257,-0.296245219803224,0.39392795752369,-0.0247787453364838,-0.208826703039375,0.189391321688644,-0.317311583187001,0.349286893457079,-0.612994973913728,-0.0561935586655831,0.492976959985866,-0.21854150020394,0.0756439014874622,-0.032646723274675,0.376107864606543,0.0188646369429475,-0.387997830034014,-0.618077539362686,0.327152284228307,-0.471653145802979,0.429124987806616,0.0268767840124324,-0.222430304318778,0.0950467292292712,0.0558026492325262,0.0223637393064147,-0.0433373608512757,0.390540555449159,0.29021695851853,-0.255758084030665,0.152940282756928,-0.291346164334461,0.144852298560659,0.200953780041418,0.329289303780812,-0.160249141930866,-0.414228419443187,0.143995466991964,0.241215602085709,-0.307225768461768,-0.137582341172814,-0.096929819914853,0.00586282343537742,-0.136643080340481,0.13892908132629,-0.150813390501142,0.457483617223927,0.0400792637808561,0.177063728591,0.366599813181228,0.16347905704932,0.0406671838930471,0.312792343185223,-0.366287885489589,0.375504627473551,0.0697814544822672,-0.274823865068163,-0.0756989951040182,-0.144539423756176,0.573532451619326,-0.286066608915455,-0.476517503598941,-0.153934532240181,-0.611464263228458,-0.563029321249871,-0.40656941295436,-0.540731968310467,-0.12402627835115,-0.342305810935878,-0.299697155934342,0.0238934259813966,0.33904243765106,0.225653503422944,0.0241731396181166,0.0054360881254634,-0.162100500512207,0.0621148754980487,-0.149396369483645,-0.0782032580053914,0.435523270445949,-0.427932132935729,-0.460292026069037,0.0228349547874667,0.374657682870388,0.481562507062766,-0.370116642157681,-0.0931573503372017,0.645513108862081,0.163965897781978,0.287273609448785,-0.508775206410848,-0.449394327332079,-0.0441857239318099,-0.307651218134664,-0.300756304576897,-0.1201054510138,0.26559047272711,0.276303897474558,-0.429334929392425,-0.527308429011734,-0.0236242676042533
"Homo sapiens: Abortive elongation of HIV-1 transcript in the absence of Tat",0.0215005432066234,0.524640097928114,-0.417812875859857,-0.205982247731421,0.123724590310204,0.0956204507767702,0.186589924454457,0.1938085660882,0.62250243786613,0.115121006719196,-0.469331414678307,-0.340401828593807,0.0371454521727732,-0.185761906040593,-0.28209328953369,-0.0973555491313671,0.22189144720886,-0.352239624037959,-0.176988624445949,0.0575880441949089,0.360986519774649,-0.404864427034149,0.213715107936588,-0.312806765207881,-0.408024207137484,0.0375238113646068,0.253512127354846,0.151416523114984,-0.49743893704372,0.0267141152642264,-0.196049407691591,-0.239506296986911,0.106932844505778,0.0436414367130185,-0.338776014348463,-0.445336893053571,0.0202998632695893,-0.666521563335573,0.330749741003724,-0.324527083793818,0.388211104888875,-0.202748158074096,-0.0876372363082157,-0.291494341791922,0.471689950213573,0.0524002359737716,-0.0311699411060379,0.398017240836843,0.140746444609176,0.156688018358412,-0.323196032091845,-0.5359090700756,0.0281668964714484,0.462834357651279,0.388888239239948,-0.469806470606427,-0.314761287531151,0.0357535798458578,-0.329235414577387,-0.191219251482899,0.46311086988535,-0.0768951325615359,0.268406792592702,-0.079871034727849,0.0899323891819458,0.531594683733988,0.0817931279072962,-0.134870017605723,0.0182252379412367,0.0071743326067478,-0.123175128764742,-0.134565992301543,0.0816894303301651,-0.522406643881651,0.594466482499978,0.234897555716055,0.260696137048488,0.16354849921094,-0.56997769419717,-0.205594786621441,-0.432452942574057,0.209409257973544,-0.0748660047761766,-0.73413701423895,-0.494236527070711,0.202503353724502,-0.479247923249328,-0.48731295390314,-0.0694592600798904,-0.264791356206933,-0.133896691488133,0.252136115678607,-0.0782053073251182,-0.0420167787371919,-0.337108581880339,0.481493995837537,-0.505751920571658,-0.627036914742141,0.147933508483432,0.137982120425551,-0.571425154749939,-0.372808762073934,-0.201762295197602,0.337139444954313,-0.0630701916368596,0.014700104819192,0.447178490962317,0.364218186716366,0.0682986133986695,0.127006225319108,-0.370664298304312,-0.198751570859244,0.246116938819147,-0.00390758363197419,-0.679491553989348,-0.338134828688548,0.542570498258276,0.0192018716268645,0.118916977727237,-0.430524479960732,0.216601380383275
"Homo sapiens: Acetylcholine binding and downstream events",0.329896995940728,0.159667772805621,0.133187790186453,-0.344901262361947,-0.208200061530304,0.0867383222001049,-0.150346945126636,-0.354494741052812,0.177763523638008,-0.184295671815999,0.208606923305494,0.266221730176213,-0.16326085868801,-0.125088608178416,0.0391751554705452,-0.254787714485166,0.323962059571488,0.108450902765861,0.284957165732168,-0.525081827792076,0.040642760264361,-0.523061466664442,-0.323238958559438,-0.216337949947023,0.356832456815165,0.0404932761317208,-0.118129858866412,-0.31449651087687,0.182633279482899,-0.050177048003393,0.252359373828954,0.169341011437366,-0.0557687623045042,0.260624034632632,0.275768833909182,0.00577266073579574,-0.464017210383429,-0.129251724567098,0.232372785598319,0.42022573156881,0.190023527344247,0.461721589264972,-0.452783479060813,0.408168780247956,0.0241193254030038,0.259531882849028,0.525572706968821,0.104027925841085,-0.285141295394243,0.254556233487269,0.385735439721358,-0.0854299375816691,0.236908379398948,0.123688575259504,0.357153441255878,-0.0732804979758133,0.067852126796225,0.565670888424429,-0.130658255878358,0.137951142305733,0.440046920353907,0.137291631216301,-0.236913238782439,0.237400934402101,0.43768257080701,0.252435527055621,0.0133885438814625,0.00302049161253343,0.425696063829215,-0.556552968658425,0.581383361329615,-0.0587204390181509,0.126250501959125,-0.0373458960412556,0.267376920854985,-0.493567832909418,0.383396941589762,-0.206299083493772,0.388709474628396,-0.562433630846175,-0.420341080914063,-0.147836038634629,-0.447131204380722,-0.367240664158993,0.156959878654801,0.068124039804987,-0.224213003915239,-0.020824786832052,-0.0273692351532596,-0.0991098742525144,-0.0485794802539263,0.347347534240963,-0.0990057827095868,-0.473180740406935,-0.160320084490056,-0.349681622886068,-0.584133056515373,0.129443663268422,0.0371209114115497,0.129951042060246,0.421853608616815,0.474815560443931,0.133721129996229,-0.224730976842715,-0.291990920235703,-0.348136896862135,0.309532499856621,-0.262537322986859,-0.151563702655472,-0.0113047077784867,-0.181106611405853,-0.225605833109708,-0.348094290504787,0.039847205012775,0.00270419724666285,-0.0557881542214128,-0.538756280611442,0.204177955713304,0.20274374456817,0.0626754227302047,0.0613045994846686
"Homo sapiens: Acetylcholine Neurotransmitter Release Cycle",0.310242795622697,-0.0625141432651435,-0.23325560463451,0.171745024928636,-0.350096989661204,-0.443245179472542,-0.184619282326206,-0.214047710218157,0.198593319639253,0.00502571504352647,0.299880199689446,0.117902165591632,0.0614442948971988,-0.402316330730326,-0.39281337965953,0.572449293940713,-0.0353962738616699,0.468317535017971,-0.114225738626004,-0.105762791694625,-0.0386339106898308,-0.303496230498853,-0.172813750980225,-0.082933150959735,0.016127555119279,-0.028123844151712,-0.206217946690913,0.258127813703503,0.198036892003294,0.0583633129443969,0.195571498302459,-0.265423274153451,0.0970089473174397,0.204959455565516,-0.10184876225757,-0.367078013073673,-0.385204366114877,-0.0933165002136334,-0.0465175723804435,-0.0955934033546513,0.1264384628583,0.257816967950415,-0.182445758253222,0.164761606946835,-0.493929479767568,-0.163482792832509,0.319748760367612,-0.00170899034092456,-0.331300139955334,-0.247446497412107,0.247264095293405,-0.290602152726247,-0.0626183445416994,0.151072908371095,-0.174267477463782,0.216388097627417,-0.0144918536529759,0.363985956319432,0.212457867160654,-0.248961932546498,-0.286542438116732,0.0285628578270924,-0.138082743574933,-0.103634453913694,0.0275221478885053,0.473037321387457,0.270594459260851,0.0507070581909128,0.761764890469719,0.0221067311049538,0.478299534616503,0.209251012094731,0.162095669856855,-0.266871597136346,-0.048424678443527,0.33812306346195,0.0523228532125571,0.0182890864190283,0.115000065487315,-0.194983536177048,-0.302544926844423,0.0559298066295373,-0.0296167071965591,-0.446839382414331,0.124675221820784,0.0626316964891687,0.36550425915822,-0.28847577480713,-0.162743797681526,-0.0940633456797677,-0.127378671266586,0.168295328062943,0.373274800871589,-0.304847149030488,-0.287202013961946,-0.103631068130245,-0.315213026661528,0.160116044093102,-0.273999616845886,0.202677903973688,-0.0196537522153916,-0.00235459721897191,0.330254113717151,-0.277387888683954,-0.0359480077842402,-0.202916978591242,-0.24851351957684,0.102855496557014,-0.282677230901182,-0.0773980818420728,-0.0723198684686012,-0.143901809165366,0.0722010746472589,-0.210262608258533,-0.271218839546515,-0.298927530636328,0.501388164901695,-0.308720910832712,0.251132782701381,-0.0583900678806202,-0.153411127713506
