"","LP.01.01","LP.01.02","LP.01.03","LP.01.04","LP.01.10","LP.01.12","LP.01.14","LP.01.16","LP.01.18","LP.01.19","LP.01.20","LP.01.22","LP.01.24","LP.01.25","LP.01.28","LP.01.31","LP.01.35","LP.01.40","LP.01.42","LP.01.46","LP.01.58","LP.01.61","LP.01.66","LP.01.67","LP.01.68","Test.FFPE.01","Test.FFPE.03","Test.FFPE.04","Test.FFPE.05","Test.FFPE.06","Test.FFPE.08","R3388_YZ_1","R3388_YZ_2","R3388_YZ_3","R3388_YZ_4","R3388_YZ_5","R3388_YZ_6","R3388_YZ_7","R3388_YZ_9","R3388_YZ_10","R3388_YZ_12","R3388_YZ_13","R3388_YZ_15","R3388_YZ_16","R3388_YZ_17","R3388_YZ_19","R3388_YZ_20","R3388_YZ_21","R3388_YZ_24","R3388_YZ_25","R3388_YZ_26","R3388_YZ_27","R3388_YZ_28","R3388_YZ_29","R3388_YZ_31","R3388_YZ_32","R3388_YZ_33","R3388_YZ_34","R3388_YZ_35","R3388_YZ_36","R3388_YZ_37","R3388_YZ_38","R3388_YZ_39","R3388_YZ_40","R3388_YZ_41","R3388_YZ_42","R3388_YZ_43","R3388_YZ_44","R3388_YZ_47","R3388_YZ_48","R3388_YZ_49","R3388_YZ_50","R3388_YZ_51","R3388_YZ_52","R3388_YZ_54","R3388_YZ_55","R3388_YZ_57","R3388_YZ_58","R3388_YZ_60","R3388_YZ_61","R3388_YZ_62","R4163_YZ_1","R4163_YZ_2","R4163_YZ_3","R4163_YZ_5","R4163_YZ_7","R4163_YZ_8","R4163_YZ_9","R4163_YZ_16","R4163_YZ_18","R4163_YZ_19","R4163_YZ_20","R4163_YZ_21","R4163_YZ_23","R4163_YZ_25","R4163_YZ_26","R4163_YZ_28"
"Homo sapiens: A tetrasaccharide linker sequence is required for GAG synthesis",-0.0467230788918624,0.247375891089803,-0.21028437585021,0.0228054445014684,-0.279394922662129,-0.240893052890662,0.142221583273801,-0.223042634323067,0.362979610012778,-0.0805746036737426,0.333223375861181,-0.322746202727686,0.0957400984080315,0.339037631434378,0.179064056207684,0.0209445326763397,0.119856835648941,-0.00378744782433454,-0.377218632310657,-0.32959134794165,0.297627558506032,-0.123656998555382,-0.127120456320082,0.333975251787086,-0.324112948095471,-0.0125668954328066,0.123629616712261,0.245774288964291,-0.0960705831687305,0.167238510314327,-0.203032785470783,-0.46063666953582,0.290850848592664,-0.287272308757904,-0.172663769913847,-0.185292315360902,-0.232792254158118,0.0108115657584613,0.248829795505634,-0.349700045274364,0.533937331051719,-0.392233773978602,0.350081941182653,-0.439668223731961,-0.167217957430426,0.0712383587677229,0.413523710182582,-0.0383031100100056,-0.123613168980248,-0.465777866301187,-0.12825674702611,-0.0998048111973325,0.342326390608137,-0.277119613880608,0.0947098740820724,-0.236058008295561,0.101026292043693,-0.276943135809506,-0.150389717003372,0.124735973584892,0.459086662300554,-0.415447355994661,-0.0899474960896,-0.166741709726386,-0.45258957895908,-0.42054895647414,-0.376074995552901,0.440334853393317,0.413907324536238,-0.0342886889955018,-0.0267388070467993,-0.192661663499684,0.0204789485442685,0.452143839716312,0.120832437345351,0.442734809622643,0.344193433529267,-0.0642585747887536,-0.126466253959823,0.173822980413108,0.0291587770209516,-0.280914504324713,-0.299173947079257,-0.293921735320878,-0.427827935781655,-0.0140774172281642,-0.279178298390462,0.0500516542444477,0.264613308072836,0.113502147419241,0.459395984813037,0.259280081612995,0.148483728221605,-0.245104896440022,0.401671176211422,0.252901460079419,-0.171246696478643
"Homo sapiens: ABC transporter disorders",-0.423359346993542,-0.41144269904599,-0.511024842955007,0.492429021560132,-0.285457706312697,-0.499005853500032,-0.0447558020209607,0.166220523925085,0.48854002048832,-0.169569951000372,-0.232114228856275,0.379402875773738,-0.138924619301649,-0.183137538725188,-0.47416919867155,0.0718154153525991,-0.266601259862956,0.424196465197162,0.397139788590874,0.111980261114429,0.396619159487087,-0.096471753330147,0.0563314122493069,-0.427287834500582,-0.201880228209909,0.233466288889678,-0.0266242198450885,-0.278567561804935,0.0956041967653138,0.346109820902706,-0.308081401948684,-0.404017806046455,-0.171150166852238,-0.0766058279306136,0.37028197281579,0.24142208994763,-0.242486589042879,0.434546114959498,0.515597997517753,-0.482688960171458,0.0132485420870053,0.462566821136085,-0.0702597225415277,-0.304072223905772,-0.531615903728884,0.351309767009783,0.352722940983536,-0.10384513962425,-0.0993791567384384,-0.0818449907115937,0.0720877419717749,0.226065160348633,0.479304217061451,0.1120649337259,-0.492395430175983,-0.28065462632518,-0.504346596710569,-0.296330694989324,-0.32094646366751,-0.384018007002457,0.144039580291882,0.337801235921583,0.38825342015524,0.485945868141442,-0.288318035007302,0.228490736767229,-0.240137815824452,0.226584256981431,-0.253104020501246,0.239441218714292,0.170129175936167,-0.365640244499925,0.346100072350198,-0.242977952628051,-0.0947856900574405,0.237002380874356,0.23442374323075,-0.168931816704333,-0.462849997830796,-0.348802065830733,-0.385635931806235,0.252544096076193,-0.0410822248548933,0.433758146176419,0.0259246886314134,0.0469564627971485,0.0950803512756459,0.14376094343892,0.0334930253448092,-0.22277874472862,-0.233781756305999,-0.0181661743156827,0.155896068832075,-0.127671497173088,0.017880403711334,-0.354853260407117,0.226535379716496
"Homo sapiens: ABC transporters in lipid homeostasis",-0.209056891480957,0.159554259587391,0.470156838610977,-0.235938823884776,0.386092813029786,0.414742908714438,-0.141087057474563,0.136020749250441,-0.262766875201173,-0.0278506013000608,0.215324665619925,-0.279725963971954,-0.0078558902690542,0.0872685965407281,0.0284680544237408,-0.245074951369377,0.0822529621217008,-0.327525598068497,-0.26387816822726,-0.168502603815772,-0.584956254466302,-0.102806893204353,0.16852180834586,0.20143031909084,0.351628168911015,-0.201815563138831,-0.171297640436116,0.199573960606316,-0.333181852954132,0.0700983592155876,0.304981176365843,0.349862846196665,0.449583180534039,0.209974874820284,-0.162072950126303,-0.236790699366583,-0.157077826465668,0.13063892388597,-0.0683063404215026,0.412514870981479,-0.420742202835602,0.0376142943987641,-0.229343811781596,0.123951693826462,-0.348877548122941,-0.111223421149032,-0.383759866851308,0.174032499544779,0.291694750232167,0.263107329168961,-0.126965475556653,-0.0115269997200854,-0.0517484658187147,0.254555381061303,-0.0999254756204827,0.292212968248399,-0.241726297937286,0.013912928223498,0.1505138004207,-0.260183462369596,0.325542445178447,0.284684201468326,-0.0594568401428292,-0.483687816522071,0.153051338324723,-0.304401148195564,0.210447744227505,-0.120017625725402,-0.0734356821682251,-0.310516769837978,-0.0660174794562274,0.281423807677706,-0.0781022545699834,0.120101061601815,-0.021652723624985,-0.299512690576739,-0.243351497240975,-0.298583811520637,0.169141181759673,-0.401140424408351,0.466725666421965,-0.0378254533117679,-0.126610754772716,-0.177623639196439,0.168808008458089,0.0496066689460665,0.091456556540558,-0.26503462034718,-0.234131767717373,0.247839208178397,-0.103917579940549,-0.480903278361193,0.116538371615488,0.211990565577556,0.314599260796488,0.322752719348704,-0.33952029961163
"Homo sapiens: ABC-family proteins mediated transport",-0.367743703297738,-0.305064372478183,-0.336532287175738,0.41796935357751,-0.178831698918998,-0.404182838407696,-0.117257493016206,0.201306146280486,0.422620247765522,-0.163452680560051,-0.21533431421425,0.3253393388596,-0.229240699908075,-0.107943073614504,-0.41957752385928,0.0781130036290361,-0.219341027652102,0.307808531286469,0.286590308134228,0.195847651835245,0.227999449686756,-0.100663447423452,0.047871658576326,-0.341379707466817,-0.189376131547878,0.204536824523185,-0.00949494897554094,-0.198892100051739,0.0196205664982493,0.269953142400784,-0.207057832848271,-0.261728076616274,-0.122205355295525,-0.00881982670305764,0.329864129099473,0.189532196756036,-0.222218284591626,0.303709441816406,0.493016928859314,-0.35581193572187,-0.0246525147518449,0.429962051816782,-0.00513172809485332,-0.261389785622398,-0.475849053692852,0.223287560309001,0.239509703970313,0.0205755580071245,-0.0891920072391677,-0.0492097689842527,0.0130215680266857,0.173832618568879,0.426345836217094,0.10761963509867,-0.418072997531312,-0.207035894473466,-0.469930193757,-0.240850535224731,-0.18113228373134,-0.336421888662982,0.177022415993949,0.243511025832336,0.314235371703811,0.293974328152229,-0.228481502284995,0.192215693271707,-0.224667998172297,0.132261665971025,-0.177176535671011,0.1414998786465,0.158544006472531,-0.324836020487348,0.273767464734502,-0.213284713363699,-0.11367803601921,0.16406319291308,0.134570027175132,-0.18761055057494,-0.312197571403849,-0.324370726339826,-0.316841832016518,0.197055384056414,-0.0133878577432262,0.336444276003975,0.0428306862093845,-0.0301376837635538,0.118605158569477,0.0739289950737625,0.00397287578999705,-0.0842607519678159,-0.226873757416591,-0.188824756018231,0.0780098627737432,-0.0993976116234595,0.0931542112459859,-0.272193325332518,0.115675329071776
"Homo sapiens: Aberrant regulation of mitotic cell cycle due to RB1 defects",-0.442466518284833,-0.37206722480922,-0.285221448506333,0.289385570630148,-0.34809651767764,-0.384623464977334,0.459393483915795,0.412096767536702,0.377153612851042,-0.258220634723477,-0.354937949695396,0.0975779089632003,-0.364829356388663,0.19394940597573,-0.523928205756462,-0.0625573354799673,-0.0497222624037948,0.420043772703004,0.274388120320273,-0.132849941776251,0.153853052033652,0.272083993720896,-0.0772222053987342,-0.254442496227172,-0.468867864325399,0.226109245897839,-0.363144762245283,-0.101740006271308,0.26529997153203,-0.164904592076787,0.291989564133961,-0.162923409214178,-0.206041922497809,0.266978471542279,-0.144255649830811,-0.148106729002241,-0.081563578995983,0.191690000779507,0.434044285122861,-0.46964933843547,-0.170116822168215,0.0459647201399266,-0.300241811479244,-0.0828751099408837,-0.360360424541552,0.0601053942220557,0.252696267933435,-0.365371870613976,-0.198980093556917,0.217963664304075,0.249338822448696,0.213692944545605,0.400250602917797,-0.0357942642571325,-0.195743963515567,-0.376711352113027,-0.402577720506766,-0.335463257894639,0.235884368899779,-0.185108281412931,0.221743158451982,0.0263738514584691,0.0159799019185169,0.1693002480421,0.0355710724340164,0.190861421014735,-0.252570486639244,0.213079031606076,0.038260529159164,0.421843314594935,0.227351863457111,-0.316216761735791,0.345509992130466,-0.265141872896246,0.0238256925588269,0.271548890622895,-0.222414361105726,0.144390551880043,-0.158309564820305,0.100269476460135,-0.170616673863586,-0.357105121549726,0.278756399326786,0.385181824890569,0.0848836589885828,-0.0360990730308278,0.259798914845075,-0.254240436404166,-0.0269525353052071,-0.179000680409881,0.19584439460866,-0.225709845431069,0.227445532213584,0.0157017161414821,0.0357645692623643,-0.129315126195239,0.295173339879566
"Homo sapiens: Aberrant regulation of mitotic exit in cancer due to RB1 defects",-0.51190817113912,-0.400000263469626,-0.17794530861073,0.216763989200745,-0.202191352636853,-0.411858085085783,0.451397285827427,0.276262161772718,0.452711399585056,-0.418536994903108,-0.264723076761719,0.298159179005428,-0.293026322369831,-0.158878712718622,-0.561136877051487,-0.12257188916809,-0.100992786977138,0.422968805405307,0.269146338248143,-0.036354700309398,-0.0768346641238787,0.227110760197671,0.00761441907166391,-0.392311590423205,-0.312108521793261,0.365926474981317,-0.328243637063943,-0.0525366802969406,0.157340987858285,-0.118286496439922,0.12519000074392,0.100948487552134,-0.156619099552672,0.256123221786728,-0.310174132307986,0.104574950769548,0.213640869042799,0.243093823803838,0.426581736242465,-0.45466830958517,-0.439661510285841,0.172070119859668,0.05872342907601,0.0619808266696874,-0.30209973106576,-0.0937051947899877,0.082311952922089,-0.50238846963462,-0.373266154421492,0.186495214547183,0.440738468794586,0.327650123678737,0.406075543988221,0.0520684049018082,-0.136130913481579,-0.473803655202469,-0.453968805796953,-0.336016368972028,0.267178999047814,-0.0661607440965667,0.197386191547255,0.127976854147567,0.0310692259548666,0.200827864965192,0.168006065996741,0.433878643704643,-0.219766890828303,0.245390458520738,-0.382209941491628,0.400854784655029,0.152434570635041,-0.355346405524181,0.205330566247232,-0.548858842822279,0.0523249051111616,-0.0292728816375648,-0.283046534025851,0.358149690293436,-0.0173237932487409,0.220008861269214,-0.254967330422462,-0.384364905678814,0.165699506025429,0.449279253506766,0.269002565106742,-0.167278745841152,0.17570950465659,0.00382660226628875,0.254097248393682,-0.193629918517294,0.10074939924058,-0.328414121521204,-0.0797973000006686,0.0192335920076523,-0.320117911100068,-0.138444065871664,0.37111004128374
"Homo sapiens: Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects",-0.410290861498563,-0.338220928211444,-0.365756355355856,0.289633261959933,-0.384820813925927,-0.271743058832521,0.511528653916012,0.457077578289163,0.343204840999794,0.0216766843864595,-0.427981121508466,-0.0940921958571074,-0.43820135527376,0.429061155566099,-0.49295046843704,0.0327036909043666,0.0819028802530297,0.415297326378146,0.334777881016727,-0.268405411104709,0.402027132663727,0.336376186012618,-0.192944708998292,-0.233715802342895,-0.603244088085539,0.0569055479489925,-0.394235939850992,-0.207212584646267,0.332953383648643,-0.232295177135364,0.245733915355452,-0.389179116841057,-0.217486174784583,0.231261813780961,0.0758734270867202,-0.296143144324244,-0.401677718722918,0.174831103117546,0.427662837836837,-0.495863853856503,0.207709335396625,-0.169136756775029,-0.503128179319322,-0.237813168127833,-0.417336670194658,0.190799637655629,0.324001015579115,-0.244079444287769,-0.0356042435086809,0.364249084826167,0.0482996569104922,0.129755547298081,0.366682781630284,-0.0924066152730067,-0.229770655057966,-0.194780427138935,-0.38510249989423,-0.396111558672437,0.258157802418702,-0.245016537417125,0.259508610399337,0.0468964381241581,0.0449587155118033,0.0642399173309947,-0.0769575435900678,-0.371847686168011,-0.298918276355583,0.191871496066405,0.339838030105396,0.393422085956848,0.153264663282622,-0.33357275120917,0.512595858406844,0.195341191001981,0.0922574916971033,0.44555186523699,-0.244748304784765,-0.0937019582642383,-0.352984241653512,0.0154027958049585,-0.122439280615404,-0.396454321269311,0.291925843141759,0.331911579735985,-0.280530414795545,0.118478200107932,0.370836571783608,-0.537681632976419,-0.367306100340335,-0.236464227344417,0.22783032617479,0.0331697799721304,0.508313658281447,0.0060592500760418,0.383660774740184,-0.079333836962751,0.257476519675496
"Homo sapiens: Abortive elongation of HIV-1 transcript in the absence of Tat",-0.377049993292667,-0.244898162842076,-0.259252139344182,0.539720869581823,-0.415477322848097,-0.511507392886404,0.0208524591632109,-0.0667850923123441,0.505005889078482,-0.325213757968761,-0.0149299994871664,0.335875529669875,-0.2376607177331,0.108629455677754,-0.389811443218459,0.185208462177374,-0.551221067194633,0.468300260179705,0.108469252395958,0.511716379290849,0.263668707287299,-0.0456710065455854,-0.258487015843908,-0.361487970570429,-0.225533246971424,0.498329439136936,0.207400341409704,-0.139672086055261,-0.0631119830303553,-0.332583571541169,-0.192658016837195,-0.405797880665928,-0.370357140390144,-0.468269455769258,0.434348812466184,0.269618346172959,0.367614852463516,0.0102423316079179,0.287147535026544,-0.435273202174736,0.169619940989285,0.160262109697597,-0.214467730497529,-0.369235569068585,-0.374255174219359,0.534835083624171,0.474329713614569,-0.0322854310434879,-0.0989493923171246,-0.564066355946406,-0.337449278388933,-0.0432842094039678,0.640323206443052,-0.163638336258524,-0.365540739232795,-0.387477469962048,-0.188824885601562,-0.43580373199638,-0.356141102542716,0.228618140331215,-0.223057144864414,-0.412743885593571,-0.0803796604180729,0.582917993886881,-0.299682107606863,-0.254838181217409,-0.575073207736561,0.53289240940303,-0.0461827958918066,0.0195489983370098,0.102519014688763,0.105204009168948,0.57457624058503,0.0133336571466047,-0.151760449807882,0.590252056081542,0.449981831038972,0.179855407251283,-0.583247029511167,-0.196247898286069,-0.400141190264694,0.123211755224938,0.100428357878963,0.597024608177404,0.236972909238189,0.0640253974475758,0.54105964469844,-0.294378750190227,-0.229845485084456,-0.229711039759077,-0.110185489105264,0.0237444439493937,-0.350718628802966,-0.352769013210653,-0.234036943330146,-0.423945992500758,0.553808639221279
"Homo sapiens: Acetylcholine binding and downstream events",-0.42247835875912,-0.489644855888817,-0.0479175456518583,0.210931250809364,0.0399870067138884,-0.416274562302595,0.0862980451693553,-0.0317166896596164,-0.196956510343046,-0.012122590903202,0.158624731524443,-0.016106862353957,0.0286596120018803,-0.25512307539757,0.0433058130104225,0.0976846566929677,-0.120762744899923,-0.422135336143991,0.183495164215725,0.19997699130305,-0.36866820975761,0.15929823955976,0.204534309348842,0.00194334652966383,0.161216037749701,-0.194937075555782,-0.106338650988068,0.0876432793522265,0.113383102974199,0.121961514472112,-0.130683161362214,-0.149951846996275,0.156779616115187,-0.243055492839613,0.0608358375767013,0.436563511757566,0.0396649892512385,-0.0788432306888744,0.268965419543818,0.0403191700868945,-0.0638523515732559,-0.00856384007132971,-0.12754476633052,-0.0087321536379176,0.186592395057278,0.426374138991685,-0.0144254958844904,0.189328492721889,-0.137677637554143,0.10962941002952,-0.0669475382373211,-0.168472729117012,0.382438388556356,0.284378532841709,0.0585142965555719,0.3309688543336,0.0978763427670179,0.193177337858345,-0.139648896290893,-0.0535607116917726,0.23132294733434,-0.300779121722309,-0.103263462259673,0.426280631236121,0.143118188441435,-0.341980041984058,0.442687622686658,0.323089318429049,-0.3686096876044,-0.30890070273668,0.426585589909713,0.377017604832286,-0.00984781328264758,0.405740908536461,-0.478952287876201,0.502630097547723,-0.471622530272935,-0.183444415612442,-0.510557665488518,-0.0986692192681907,-0.250065130286134,-0.355312593113062,0.285647378594991,0.245204519914296,0.189195229513385,-0.0707178729908256,0.2743717629742,0.00924601676114273,-0.354618865583353,-0.268136841822659,0.0390315262696008,-0.0969805371975543,0.149832763964197,0.304511605812745,0.503172884998838,-0.349182424540377,-0.275666173548946
"Homo sapiens: Acetylcholine Neurotransmitter Release Cycle",-0.28153521499535,0.270527339818145,-0.0491210238120439,0.285336963930296,-0.112238685127186,-0.101314411410882,0.0505584793606521,-0.483511778486531,0.253235247791943,-0.0567589121526456,0.451427485506617,-0.144079754337891,-0.0718823478011721,0.113979005748374,-0.10153588890568,0.084021205542018,-0.471804919777946,0.0650252968181531,-0.364206375929008,0.137892793026649,0.106272793918076,0.0122198143653916,-0.219145430848582,0.189872288943132,0.0447038428605522,0.11496995062581,-0.110828846953606,0.197511395150878,-0.49422559797962,-0.312292994369413,0.442307490882099,0.20064845169015,-0.119564422858823,-0.298691864254908,-0.234591601303845,-0.326906437609241,0.442201348560628,-0.378155246342096,-0.103876948051748,0.143676182891249,0.517250791318912,-0.212614271232618,-0.015512939435403,-0.301641014210848,0.255623678840628,0.378625336817276,0.0141533947867914,0.184984981232978,0.213872552733479,-0.291253142308992,-0.309669811608946,-0.0630173154201983,0.248124608056259,-0.491205962698653,0.361474597747885,0.143073117450188,0.496315077389586,-0.100497504124464,-0.336690151952343,0.181532712892342,-0.198957971098365,-0.419133667861899,-0.375898251735538,-0.0279267174869905,-0.227491853065223,-0.1947499904498,0.0825197533323089,0.368786251232483,0.165240330061965,-0.263263209970894,-0.0768287201102848,-0.138889818795897,0.234223987136039,0.214264651506068,-0.142016776915486,0.180468869579237,0.399992650817674,0.245952303887017,0.302848640390944,0.0401130560599434,-0.0165011810538685,-0.372919954221786,-0.297868276576889,-0.26013521899481,-0.282343183104941,-0.00528312246727192,0.127433357763308,-0.0500217041398261,0.00909321665048471,-0.115555865923163,0.290002038055167,0.000871709837926948,-0.263176456347541,-0.408144367022456,0.0128079960277527,0.118212149400933,0.375015972675016
