"pathways" "Patient1" "Patient10" "Patient100" "Patient102" "Patient105" "Patient106" "Patient107" "Patient108" "Patient11" "Patient112" "Patient116" "Patient117" "Patient121" "Patient125" "Patient126" "Patient127" "Patient13" "Patient130" "Patient131" "Patient132" "Patient133" "Patient134" "Patient135" "Patient137" "Patient14" "Patient140" "Patient141" "Patient142" "Patient143" "Patient144" "Patient145" "Patient146" "Patient147" "Patient148" "Patient149" "Patient15" "Patient150" "Patient154" "Patient155" "Patient156" "Patient158" "Patient159" "Patient162" "Patient163" "Patient165" "Patient166" "Patient167" "Patient168" "Patient169" "Patient17" "Patient170" "Patient172" "Patient173" "Patient179" "Patient18" "Patient181" "Patient183" "Patient184" "Patient185" "Patient187" "Patient188" "Patient189" "Patient191" "Patient193" "Patient195" "Patient196" "Patient197" "Patient20" "Patient200" "Patient201" "Patient203" "Patient204" "Patient205" "Patient206" "Patient21" "Patient22" "Patient23" "Patient24" "Patient25" "Patient27" "Patient30" "Patient31" "Patient32" "Patient33" "Patient34" "Patient35" "Patient36" "Patient37" "Patient38" "Patient4" "Patient40" "Patient42" "Patient44" "Patient45" "Patient47" "Patient48" "Patient51" "Patient56" "Patient58" "Patient6" "Patient61" "Patient62" "Patient63" "Patient67" "Patient7" "Patient72" "Patient73" "Patient75" "Patient77" "Patient78" "Patient79" "Patient8" "Patient82" "Patient83" "Patient86" "Patient87" "Patient9" "Patient94" "Patient96" "Patient98" "Patient99"
"1" "REACTOME_2_LTR_CIRCLE_FORMATION" 0.0915389774435502 0.654470312227816 -0.281049879147419 -0.253501866086544 0.376492986450371 0.459835282186151 0.249885648568205 0.61742408323133 0.30987895358849 -0.223260084027707 -0.190894282776499 -0.867021668920147 -0.303562319157398 -0.0330402853375985 -0.591804372094061 -0.602933375235353 0.354426882330804 0.189963660392721 0.553158123784321 0.0779444596763708 -0.0209312827658066 -0.353326062892209 0.492755223472134 0.307972821412248 -0.364831407014344 0.106845992074093 0.250271400914258 0.517816581904168 -0.488960612208735 -0.308189074728913 0.0129766223886328 -0.295939895050591 0.553195490128597 -0.10297525810382 0.462657586970531 -0.21113309969002 -0.0420626278644964 -0.763056878980428 0.243210741102128 -0.511166100640861 0.727089343369735 -0.015520058513511 -0.180066939073619 -0.254296811918503 0.217248200283351 -0.00729022119342035 -0.66392138425815 0.441755389395961 0.351686543103728 -0.559566739404262 -0.605225899917433 -0.504602193816696 -0.0755120105201426 0.517306015264109 0.415445602084765 -0.420571077815354 -0.544566757965186 -0.15425758708414 0.192474376628578 -0.20720991405699 0.428617333812811 -0.547739958950302 -0.085935659737612 -0.558965186064499 0.179639825858754 0.395426189980861 0.100880282330344 0.367441592470366 -0.148799498648748 -0.0242145201390591 -0.434398150884653 -0.347534100772138 0.24173788346486 -0.688636270083134 0.678274461385612 -0.170940537152512 0.356065009417216 -0.389229032236644 -0.497287650413057 -0.17813254895107 -0.42107575781832 -0.173084358512381 -0.147517516364038 -0.747409138891769 -0.542633328644239 -0.205081527706415 -0.503678551929276 -0.260989353239934 -0.116676035698943 -0.49620961434602 0.030504392198831 0.153233771710093 0.312807518022333 -0.125647521274156 0.501545398978895 0.589214462674761 0.62010472407673 -0.470759670559879 0.488561929701663 -0.14751614642461 -0.141179810313517 -0.0191766642282397 -0.429723823607132 0.0662593873086798 -0.469560770574809 -0.471421551889224 -0.520649176690131 -0.03732938557878 -0.0730412133997409 0.507510518965525 -0.344174236815738 -0.361810987881999 0.628426215578699 -0.357906048448167 -0.46233756120195 -0.124583825619458 -0.377019920335622 0.414566131643082 -0.465519308377109 -0.424182650014294 -0.133834962248867
"2" "REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS" -0.379749048813346 0.3370800507245 0.390443484079123 -0.295910501333093 -0.406467840244256 -0.0615756401870904 0.0720779115613214 -0.167647983889708 0.00204110400220162 0.373092154938453 0.155891668845344 0.362685134324526 -0.0248009034611032 -0.313028087932195 0.311237480793318 0.131187647765386 0.179082743201214 -0.293047392098729 -0.37585623414299 0.376734058486669 -0.37890159240596 0.106645936371983 -0.192641230702781 0.141529597335073 -0.464669164575879 -0.43656965880379 0.167488991233969 -0.299248716075307 -0.0282436682330603 -0.0301484457181797 -0.256023960713313 0.418556792500121 -0.00441862191366138 -0.317183743967398 0.15982395155729 -0.339187795973572 0.267079766980619 0.287153150638641 0.440731358769939 0.361711494959295 0.165052389148084 0.115702989026272 -0.225338776720238 0.197556785988043 -0.0711125661225592 -0.233225079434435 0.0905731974683986 0.29703157714424 -0.417743906247809 0.28434554352761 -0.0960081165167277 0.219402040495972 -0.34552838997662 -0.242223861697964 -0.42465076753284 0.101747895987 -0.408336881806842 0.2893199553727 0.0821775940990405 0.181669155397115 0.289649949737626 0.234357445630618 -0.278191926113929 0.206280954634152 -0.12931738191783 0.00327951373795382 0.277507207870188 0.119061441137295 0.341354487788654 0.630125048729581 0.425859877957996 -0.167717692623382 0.228496148685198 0.308689311729404 -0.494879031743756 -0.00859275928774472 0.0783999602595162 0.34305981169908 0.240744395133734 -0.540899416222947 -0.42973699286505 -0.581354896314934 -0.322001126370902 -0.293418975442142 -0.178704371836029 -0.0117306615179049 -0.106300697562938 -0.214895811030352 -0.29307950408456 -0.2137434079118 0.0422730728589909 0.0624004003759178 0.0731670959317466 -0.059662337329361 -0.125028977134667 -0.521695046626634 0.332629866384373 0.144378287035077 0.243640458854069 -0.188023311697684 -0.46543164577119 0.110452109401681 -0.504465525792467 -0.425775632597921 -0.15891424617552 -0.397704555282788 0.350152668223022 -0.165624404152864 0.196158539389871 0.530166819547906 0.435990583815989 -0.478772004790648 -0.134258856668825 -0.218997819698386 0.209613483721085 -0.379002105797577 0.238256996166967 -0.38585565839005 -0.0212490467038714 -0.405634526488352 -0.16518392719649
"3" "REACTOME_ABACAVIR_METABOLISM" 0.359768616427134 -0.197067552946391 -0.146776055784201 -0.0531007740494005 -0.0405691900860584 -0.198263122706562 -0.239346040785992 -0.109613622163283 -0.335818466614319 0.119991764210627 -0.639722272361036 0.477601367690415 0.483642808263419 -0.341897175610022 -0.00759801041779246 0.106885920547421 -0.244619520494981 0.298597305080751 0.00704502081430358 -0.254505780632973 -0.584717318079856 0.0297256690984359 0.368310129666298 -0.174750136611099 0.36518857626932 0.0116649831525158 0.326262517672144 -0.21089176817863 0.114051697636323 0.226296002940473 0.364531652439953 0.571691536443104 0.00554367686508361 -0.161047353017539 0.323705797003714 -0.634978902245355 0.16496298907301 0.279111289604875 0.0922461542059667 -0.472922774604505 -0.511422611437337 -0.0892570399090452 -0.0671592941022155 0.304349260218601 -0.627217758054323 0.0296418400084686 -0.575771064040559 -0.0321303104914953 -0.0673995950237601 -0.268953354869275 -0.253268093080264 -0.118538729153869 0.0157443308661135 -0.451951799041799 -0.821797995565306 -0.0227558343929209 0.59157308067493 -0.117500031984336 0.355818762052739 -0.0671390449877204 0.431766774999891 -0.174060333971542 0.311647094900097 -0.696500056435502 0.234826521987357 -0.499901029849068 -0.593451216106477 -0.433494841785834 -0.443601576886931 -0.444754734141838 -0.0694003838169274 0.0762061470524241 -0.21708435562135 0.396543716667801 0.285600381116931 0.314412333038907 -0.662123526416341 -0.414883989127904 -0.370059454916363 -0.287898393043868 0.473717118795522 -0.0525523534521232 -0.424234026095083 0.154250371669918 0.687943559361411 0.378148738585031 0.402646288122161 0.254128812873273 0.206343590858586 -0.0363342521220165 -0.150590460421017 0.341616630310972 -0.104714922017098 -0.503252696236219 0.532123284351312 0.52772025952864 -0.436530416574152 0.195700109140799 0.468670404685871 -0.278920337691847 -0.285553883382652 -0.0264971169638281 0.16831851635179 0.670732124113689 -0.0893567929752548 -0.376064114370228 0.264836676631839 -0.124661994310787 -0.443094915090711 -0.572055503753534 0.260579416885169 0.0934091345738975 0.332321612036467 0.525122851203503 0.0892194143202112 0.0796870656688811 0.0276036956858129 0.229022000613583 -0.2334143372764 -0.283098787037851 0.107624309613901
"4" "REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT" 0.0882547722603388 -0.255312646399022 0.431408988566713 0.0982274464425391 0.171753912952245 0.407218240075073 -0.403700980663136 -0.504287903229338 0.409097943026537 0.216068827964681 0.470336710385008 0.104902401414723 0.194495102373272 0.247072797746647 -0.257380704434629 0.0689751198612287 -0.642345200328539 0.630427665950037 -0.444466145407225 0.212054639963056 0.0566717581170047 -0.134637961474245 -0.383933676264474 0.521602644594791 0.573062311518541 0.212937092236213 -0.58834628016804 0.335580589697526 0.527514277922889 0.362139148582079 0.123725887425252 -0.269006077295082 -0.0932884059197285 -0.229973877894568 0.354136270317183 -0.0730549868883386 0.0956410452324388 0.384874776783898 0.604394313241806 0.531014357465853 0.0573375631536507 -0.089533461840332 -0.018904047897743 0.0935627174335788 -0.282361522420556 -0.480102047734832 0.586252236594046 0.0515037156333724 -0.137783790371312 0.384893040062135 0.107915283889222 0.404654504460626 0.205974513722992 -0.828224386755649 0.0252923228131798 0.215621818499574 0.0629033657217885 -0.565890918588488 0.607277816843903 0.362305509647205 -0.642188540319923 0.492080406242141 -0.166007382118989 -0.0757362377815378 0.302183223283951 -0.375861469516525 -0.166217424830224 0.0177014242049646 0.537611795348366 0.165050143096463 0.0477494377138429 0.38535911331649 -0.667107664064687 -0.363617493727503 -0.623504692753448 -0.625689461527323 0.308708705217392 -0.257988571192821 0.514542704163295 0.0676507947833564 -0.0143608665381659 -0.67538942654104 -0.547090981044753 0.276161197062462 0.418300712392473 -0.296064684994894 0.0537716072341597 0.560597072920278 -0.246675974918694 -0.509575843026271 0.0953667802452288 -0.62978578736171 -0.242075221557081 0.394866489522597 -0.457183261953894 -0.536403769559545 -0.00184274030546444 0.627913689082526 -0.7669304608979 0.371484004025434 0.334957917592851 -0.23144370504102 -0.169971857741114 -0.403615472894022 -0.427367163621557 0.158495338348239 -0.691283812056713 -0.110356623985736 0.153470519380723 0.390502724065023 0.332217846607172 -0.569968276347832 -0.495596939475088 -0.154682123400878 0.648663486677652 0.221801576736258 -0.745900851226344 0.290126623357993 -0.489913180282739 0.508863341776774 0.315580285161874
"5" "REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM" 0.249857573368069 -0.300508581865953 0.101006924298775 0.0219727590880331 0.105740669609984 0.155224377904937 -0.405818892570815 -0.338383839836342 -0.0205240755115103 0.200038673547313 -0.125776319103249 0.344502287750542 0.386023709839222 -0.00589109507770705 -0.19535454789545 0.121944531494889 -0.520706028006688 0.530495874091576 -0.223133566901657 -0.0543183626516014 -0.354680111641972 -0.0220190735203005 -0.0379855952439143 0.26788452510209 0.445442479863903 0.122334760487547 -0.206609911245002 0.0305425521633506 0.314662386520531 0.295070952388959 0.300107926445486 0.202722527873851 -0.0477540771210085 -0.235327444053359 0.349865649292411 -0.410213573170829 0.157790532592347 0.351465175757035 0.329909972661591 0.128439349401608 -0.330683012514411 -0.00261434417587078 -0.0452073067271964 0.181198978188887 -0.488004459186083 -0.218770334072315 0.0532941291491871 0.09028199353289 -0.142600341593404 0.107213279758032 -0.0860102220649208 0.18998604197754 0.149482920714576 -0.615291953519264 -0.4687419060182 0.0992881420758359 0.327747419870395 -0.263756577710044 0.481025538171061 0.159225808683091 -0.113417197378386 0.22325575718007 0.0907720960784951 -0.401660083418452 0.241289951393399 -0.449144430744226 -0.452226886367353 -0.190412776365484 0.163242872396565 -0.224102494091131 -0.00302025070135831 0.218325302359261 -0.478344305985858 0.0238525455231721 -0.290626866011189 -0.19236209808839 -0.313269657470605 -0.37888014186829 0.137010899555051 -0.109954997672549 0.235476809533369 -0.334428470488494 -0.475939055900109 0.160319534871806 0.500707258408857 0.0100716053424807 0.217697659845117 0.479084119086474 -0.0316956945282846 -0.343401259326633 -0.00914950576183107 -0.0946925876473695 -0.148290441815238 -0.153050251764749 0.0326927538570957 -0.0411211929560652 -0.173852785767267 0.419939800962832 -0.166934321129978 0.0245651161509217 -0.0458900927849102 -0.174860245113818 -0.0576915081448834 0.197979742913519 -0.185042381491993 -0.0809958549273049 -0.336331992704383 -0.100918164539924 -0.152487214727023 -0.136308259282423 0.291858087083441 -0.23963518507914 -0.119025826240695 0.189421230057365 0.422312370406398 0.138941979668879 -0.447442558079328 0.232273696205295 -0.389827262499134 0.154795794454566 0.130414026829822
"6" "REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT" -0.194280863620322 0.00656367361549454 -0.389511471629737 -0.412531952884862 -0.356357015444253 -0.0522876394192278 -0.167944570608358 -0.131112459530916 0.0172103392600397 -0.377191774561393 -0.479242288103499 -0.247107228082325 -0.364883724547843 -0.262923871977369 -0.44606962827612 -0.438424095782904 -0.504970018622807 -0.305339960897973 -0.19893934923311 -0.240163149537463 -0.160979211254356 -0.3164030735884 -0.104748241313365 -0.223454624478694 -0.388283073111006 -0.366216028393479 -0.181772770614848 -0.350234468247934 -0.456179469776504 -0.179032751597458 -0.312904112251851 -0.245521570409659 -0.239715190459145 -0.26093586042648 -0.241282275658077 -0.363481305405591 -0.275389732660416 -0.466445560636839 -0.0272419268783957 -0.284315451250709 -0.308092027279387 -0.410282245675608 -0.293603038707215 -0.486720099383923 0.0121900264310833 -0.0534711696263417 -0.0791271596001326 -0.158722701700958 -0.0327845008425133 -0.0720338662808923 -0.326098461635869 -0.355961607420536 -0.389807873417414 -0.170580580988786 -0.0742974196380232 -0.427939843043755 -0.210508224607397 -0.205004827246813 -0.102405955269827 0.0125962685187119 -0.391947734102494 -0.0637710741886315 0.00159207298177741 -0.452712853008164 -0.278872841415611 -0.0130306961793213 -0.270835308485613 -0.133159895909975 -0.310424183770956 -0.237226822694002 -0.292989974565738 -0.298854433225011 -0.342433690280153 -0.480729283032802 0.0628790930121444 -0.322568379610546 -0.455808090366814 -0.192163477510155 -0.457614688787542 -0.488943909841045 -0.453523767270528 -0.250384413052726 -0.567169521509709 -0.451935378581406 -0.21891310164879 -0.251136674220909 -0.485493847652513 -0.307466720788675 -0.451748630307542 -0.366681932666293 -0.342577593030074 -0.0610073623239421 -0.171119675294632 -0.154433169894011 -0.543083414399079 -0.0742218995908906 -0.0830485342934625 -0.378116966379809 -0.285803322576299 -0.178224995194178 -0.413353685727413 -0.274028815185546 -0.467676425248576 -0.424346954036161 -0.455439062941337 -0.458874714299184 -0.0520366724633056 -0.206171425219248 -0.30021939033436 -0.107239025547347 -0.319935035715605 -0.385634273365023 -0.328417923272385 -0.454490731387687 -0.398907569841178 -0.39078690766222 -0.211915992046186 -0.125878327301105 -0.310891483494135 -0.489170140413748 0.0950170428929364
"7" "REACTOME_ABC_TRANSPORTER_DISORDERS" -0.217190991048094 0.156912843324627 -0.450305434313984 -0.441071766772461 -0.39265598413317 0.0222325684384468 -0.20039674801946 -0.0418905201729441 0.12001224679603 -0.48635708460081 -0.565914583444091 -0.326509123978159 -0.388504251016412 -0.299878471353158 -0.465262910353783 -0.511390913279649 -0.468331209421213 -0.305765898940993 -0.188123951790496 -0.212435910281538 -0.1128440071984 -0.372134640781929 -0.165608809544132 -0.188858227531817 -0.414454384851351 -0.377567781166144 -0.0857983413776257 -0.364611014899831 -0.493112314987237 -0.18485175747641 -0.418192567272186 -0.294051910497082 -0.242746717556233 -0.316078363148193 -0.216910332169993 -0.384965728342397 -0.237471046399377 -0.555064604226617 0.0196311550280963 -0.398720356459588 -0.184892298975811 -0.40188333496888 -0.267325367493301 -0.529359886624825 0.0463229250875406 -0.0356901429657752 -0.091772968893044 -0.16368715288021 -0.0440091665682977 -0.0748682569475255 -0.32777438120357 -0.408481671921473 -0.361522514384985 -0.117453890840822 -0.0510426261559098 -0.464256672698515 -0.301159825492825 -0.187562346742273 -0.182276708573894 0.052937106226967 -0.338158858800118 -0.0665488265814116 0.0388365162874219 -0.47915730454708 -0.329853633985122 0.0896477373479699 -0.334473907950922 -0.0551575217374652 -0.379852744314346 -0.306446000360867 -0.235523659029023 -0.303190721323075 -0.25303691181668 -0.566616584143701 0.187871321258521 -0.327364551144504 -0.442051357241925 -0.177691227880399 -0.508550391354196 -0.501721985626258 -0.488038785081078 -0.303397885282928 -0.624168666285251 -0.509730618194339 -0.260635439248716 -0.292461672103201 -0.564458525084773 -0.293720050530991 -0.498637188844209 -0.298625595828557 -0.319471612800924 -0.0353872800011955 -0.132937532980938 -0.146918298920668 -0.601265504101932 -0.0321393946450274 -0.0772600238607253 -0.404851298327063 -0.301138390286425 -0.171853460917735 -0.406670255855295 -0.199278041514942 -0.504857115043208 -0.383020330672676 -0.510935430120415 -0.536036362775211 0.0318607590113678 -0.203202292220543 -0.240971980640141 -0.0118773469158758 -0.346063288756304 -0.38807206858316 -0.354199965036334 -0.484794543479604 -0.441312760664293 -0.395379629039358 -0.218008656353101 -0.11033017090832 -0.404583133187897 -0.497962405441205 0.153400865055844
"8" "REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS" 0.0620088449123549 -0.382580857561447 -0.0314821383742419 0.371692107052273 0.0159497230395324 -0.174184460537691 -0.0905769904771282 -0.33429385587431 -0.0351283088881246 0.177792104642634 0.191319571261152 0.0179382946435825 0.0437619666092497 0.0827892888272021 -0.133095796385874 0.338793933637987 -0.496027174202171 -0.0726196047947537 -0.0454648892983905 -0.267254237447164 -0.0456968406647276 0.304760881740648 0.0679463746712866 -0.136910774068605 0.434968605392313 -0.081434916455775 -0.582658316048788 0.0493878969555519 -0.374134260104881 0.2126905477582 0.313907651628338 0.200102467146066 -0.0437567402921134 0.0390340375710353 -0.0240348576274748 0.23883053540553 -0.164100990865275 0.430500075651516 -0.137848357372434 -0.00575196393067989 -0.469514677703274 -0.394664135013913 -0.119180281882986 0.0934772380111334 -0.409114518364903 -0.159905725287275 0.372931386046855 -0.10057227366883 0.0967564201667418 -0.325378240590875 0.0545502843952703 0.479417972268438 -0.00294509745008692 -0.362775410536594 -0.25707592067642 0.599276354248541 0.454078476833144 -0.0947372373532576 0.474446967056872 0.127714661308474 -0.48168656968509 0.320178461516478 0.142045959734178 0.193279890971728 -0.189667436420157 -0.310130875024123 0.088999069091479 -0.353644610593086 0.160639352768553 0.392502213658499 -0.0959878788007023 0.0631561645962383 -0.407436521440688 0.083477368557077 -0.284428564914338 0.174514792389302 -0.446716482425496 0.421010959626205 0.565066104120799 -0.250949452979024 0.300163907026273 -0.0879408331166224 0.0207940324357397 0.227328379577019 0.363012212196447 -0.145257833177352 0.0796512691251141 -0.180698228044636 -0.369591176445298 0.0894193948404578 0.0104388629065391 0.0842884155111229 -0.103725291303371 -0.176675492090823 -0.395091611004923 -0.258781973091954 -0.0574604265223184 0.360849214004704 0.0223531660897023 0.104447304535777 -0.343986646192502 -0.345744883516687 0.147671247157623 -0.325023373335056 0.0698921927919772 -0.151734702609342 -0.294718061252088 -0.300460879153192 -0.0948928499339069 -0.426493171616024 0.16766053683018 -0.205305013727578 -0.0314856551517922 -0.285398266924884 0.172856638383777 -0.296433514680545 -0.0864707760498565 0.174106191169962 0.234927349515617 0.258820623332658 -0.260148535296124
"9" "REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS" 0.177534840096531 0.164656543089041 -0.402552119517588 -0.43459740294903 0.336708887478783 0.0115808449754211 -0.0818173270760581 0.413092499800047 -0.10076044121251 -0.0432659092032853 -0.155959063089777 -0.624518343309736 -0.284477275761439 0.101998906543674 -0.501765847676748 -0.438779073298089 -0.103240543237691 -0.260026830688546 0.254430825616414 -0.216976996043847 0.128031299542582 -0.173046861971192 0.305044144080473 -0.0389603433701252 0.131008225651063 0.0436542016584573 -0.292566856776448 0.342019949479345 -0.39165914194335 0.601590882633029 -0.187426805711055 -0.0523645471558775 0.184861734035825 0.450513104042153 0.275658977089592 0.290564443195309 0.130185590062006 -0.355092968216357 -0.137359954102334 -0.406787576885644 0.123642252981395 -0.543986336066332 -0.0357696924692535 0.150193231296864 0.567238791454079 -0.383964879584197 -0.0855379952317981 0.34110193950487 0.282653519276478 -0.466435660962566 0.0315322619328971 -0.148824141199575 0.355876484566438 0.381986727596817 0.255583937009028 -0.0479978562624998 0.222258728573498 -0.0016422170419006 0.369581768949739 -0.0661848576008043 0.164360560295411 -0.428053753595056 -0.0792780276865434 -0.441495785218419 -0.19620431485344 -0.346061236232999 0.200860420735978 -0.0863445300130733 -0.336364563695705 -0.0950548389834038 -0.359502977575466 -0.304941640451274 -0.397232622867811 -0.488548677064579 0.582412199475825 0.250731852855889 -0.335144864900638 -0.415574560941557 -0.179419655449604 0.27896008667267 0.166199260923309 -0.463804485936423 0.185761079761726 -0.114348039181526 -0.208110328913102 -0.454352390166991 0.00915527588345061 -0.164572325559168 0.19552189959397 0.407958533115143 0.155573935172127 -0.368765441098985 -0.204006668395772 -0.334457931584223 -0.0575127074261898 0.0539170964015509 -0.0577060985047528 -0.530372031524206 -0.0876137620230504 0.142156069367574 -0.375999368615272 -0.351929964075158 0.209921997967194 0.576786068672326 0.111572702284513 -0.297560768095354 -0.163565208482158 -0.305945365682323 -0.307320116737226 -0.384981049836305 -0.645854844220142 0.0548640691962232 -0.0114433919709224 0.240009952951639 -0.360795436642671 -0.124964232323212 -0.145410138409382 0.416622649951038 -0.390286817524414 -0.300218610790271 0.432678493687918
"10" "REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS" -0.47218142022984 0.0727265491192837 -0.153332869318357 -0.372483934637797 0.414862756731584 0.183313116892651 -0.409096861235642 -0.160901768446935 0.220781522616895 0.116644357059822 -0.290842321455384 -0.606977085393755 -0.117580286356863 -0.110679548089562 -0.279988439444889 -0.358912560795943 0.106751383986834 -0.0951482855052817 0.0809056833520084 -0.0948695011846117 -0.110178961803998 -0.403001048749846 0.322372724557103 -0.0922002338955731 -0.307768895116001 0.0974635983695488 -0.329061086056824 0.292247197714322 -0.626624223665087 -0.0685820425884258 0.376153137260587 -0.246574997581771 0.0318465937913071 -0.0504325266839725 0.296841144052608 0.00483397964160004 -0.424760955112364 -0.612487633252837 0.268013732496887 -0.512741540041459 0.373783222845565 0.000926563997489027 -0.267872621251573 0.0301072012717603 -0.0586966751934416 0.0299821143588284 -0.0543658145855683 0.305905211067481 0.238231083210051 -0.275651521225573 0.155885730824061 -0.305052223504949 0.0878182900757422 0.170510855582351 0.278778136109805 -0.229188823285472 -0.454583912556151 0.13653263434852 0.190860986962107 -0.366752559071486 -0.16959756406811 -0.105768771553321 -0.0750572856884064 -0.188073330137659 0.0601996415774413 -0.189146245657342 0.29152463763067 0.00763282702215717 0.160526527495872 0.266031468477372 0.0509121763020281 -0.0388228574576213 0.213316277002342 -0.410078034276744 0.305785488909132 0.0915174408719646 -0.291339775431488 -0.103894826996011 -0.162818215439414 0.454402957828969 -0.279785097408197 -0.490073219132652 -0.203021724163277 -0.624823603829241 -0.612839368127368 -0.4538437841118 -0.551991101129766 -0.143821817183291 -0.389945601976766 -0.357553993295341 -0.103029265950551 0.219215136535598 0.145873414220729 -0.0705041486291137 -0.0367408602233357 -0.224373111308168 0.0194078778322368 -0.200073167832824 -0.153467043530841 0.298152941722957 -0.475403312102368 -0.524695855866187 -0.0217569045679978 0.313018260624954 0.397097382508209 -0.408865227646727 -0.148476896270909 0.534170337792053 0.147343049048559 0.243969550447114 -0.544824520015794 -0.494340153069712 -0.113492253992719 -0.334025717261144 -0.32277697765479 -0.207368156859165 0.183560498368744 0.191149818211311 -0.466643383728657 -0.551405223884259 -0.0502037677083562
