"pathways" "Pt1_Pre_AD101148.6" "Pt1_On_AD174047.6" "Pt2_Pre_AD101150.6" "Pt2_On_AD174046.6" "Pt39_Pre_AD485899.5" "Pt58_On_AE045812.10" "Pt59_Pre_AD823915.5" "Pt82_Pre_AD823914.8" "Pt82_On_AD125218.6" "Pt49_Pre_AD667851.6" "Pt49_On_AD681976.5" "Pt66_Pre_AD667850.6" "Pt81_On_AD681973.5" "Pt85_Pre_AD486329.5" "Pt85_On_AE070989.10" "Pt89_Pre_AE070951.5" "Pt89_On_AE070987.5" "Pt93_On_AE070988.5" "Pt101_Pre_AD486328.5" "Pt101_On_AD681975.5" "Pt47_Pre_AD506073.6" "Pt47_On_AD530367.6" "Pt52_On_AD530365.6" "Pt52_Pre_AD506075.6" "Pt67_Pre_AD506074.6" "Pt67_On_AD530366.6" "Pt94_On_AE373242.6" "Pt94_Pre_AD732850.6" "Pt105_On_AE373241.6" "Pt108_On_AE373243.6" "Pt77_Pre_AD733591.7" "Pt77_On_AD733629.8" "Pt79_On_AD733628.6" "Pt79_Pre_AD733587.5" "Pt84_Pre_AD486532.5" "Pt84_On_AD495199.6" "Pt87_On_AD495198.6" "Pt98_Pre_AD733586.8" "Pt98_On_AE086717.6" "Pt62_On_AD635728.5" "Pt62_Pre_AD608303.5" "Pt65_Pre_AD793919.6" "Pt65_On_AD796996.5" "Pt68_On_AD635729.6" "Pt69_On_AD635730.6" "Pt72_Pre_AD793922.5" "Pt78_On_AE148748.6" "Pt78_Pre_AD467018.5" "Pt80_On_AD467874.5" "Pt90_Pre_AD467873.6" "Pt92_Pre_AE134060.5" "Pt92_On_AE148750.5" "Pt103_On_AE134059.6" "Pt103_Pre_AE134058.2" "Pt109_On_AE527955.6" "Pt109_On_AE527955.5" "Pt3_On_E9047638.6" "Pt3_Pre_E9024733.3" "Pt4_On_E9047643.7" "Pt4_Pre_E9021023.6" "Pt5_On_E9047635.6" "Pt5_Pre_E9021022.6" "Pt9_Pre_E9021024.6" "Pt9_On_E9047644.7" "Pt10_Pre_E9047565.6" "Pt10_On_E9047632.6" "Pt17_On_E9261162.5" "Pt17_Pre_E9047563.6" "Pt18_Pre_E9024732.6" "Pt18_On_E9261163.5" "Pt32_On_E9414883.5" "Pt38_On_E9414881.5" "Pt38_Pre_E9200719.6" "Pt48_On_E9047631.6" "Pt48_Pre_E9047561.7" "Pt36_Pre_AD467095.6" "Pt36_On_AD495182.6" "Pt37_Pre_AD502452.5" "Pt37_On_AD495183.5" "Pt46_Pre_AD467096.6" "Pt46_On_AD781834.6" "Pt24_Pre_AD436687.5" "Pt27_On_AD467934.5" "Pt27_Pre_AD453873.5" "Pt29_Pre_AD497504.5" "Pt30_On_AD505620.6" "Pt30_Pre_AD497503.5" "Pt31_On_AD467932.6" "Pt31_Pre_AD453872.5" "Pt8_Pre_AD153354.6" "Pt8_On_AD167380.7" "Pt11_Pre_AD153352.6" "Pt11_On_AD314068.6" "Pt13_On_AD314067.6" "Pt26_Pre_AD467789.6" "Pt26_On_AD467915.5" "Pt28_Pre_AD297619.6" "Pt28_On_AD167375.7" "Pt44_Pre_AD467790.6" "Pt44_On_AD167376.6" "Pt106_Pre_AD502250.5" "Pt106_On_AD513626.6" "Pt34_On_AD485757.6" "Pt34_Pre_AD466985.6" "Pt35_On_AD485758.6"
"1" "REACTOME_2_LTR_CIRCLE_FORMATION" -0.653318037377002 -0.402119759265806 -0.393897535728617 -0.111869174334888 0.696774217112631 0.0315786361808124 -0.175523072455923 0.462160124486994 -0.00108912688333535 0.101429346664559 0.211391817824689 -0.507123632108805 0.161100563242104 -0.178555394561161 -0.619685909263103 -0.501074217992217 0.352272173013891 0.481760712582971 0.353826440215416 0.285714285714234 -0.194335154749392 -0.095426735079336 -0.580874748760773 -0.662818174162938 -0.431127371635486 -0.471917208170632 -0.468831306127791 -0.0870056405243362 0.491217042524137 -0.29547427029812 0.0221572146883975 -0.471928930253183 -0.718407338255559 -0.641110203327472 0.157142151709616 0.359639150627842 0.284699221902935 0.55826793208445 0.615444507077533 0.296424074968057 0.305939458363488 -0.145399586196811 -0.0739140311667055 0.431082091345115 -0.372044300087801 0.165251271100152 -0.0693076694174699 0.740441670665066 0.183127198342156 -0.45887649537744 0.387143392849729 0.541205907969941 0.103737602391488 -0.406222923994245 0.450153409475523 0.514909752855912 0.0546388743875463 0.377013614770322 -0.182811944522982 -0.192962374390321 0.413745059099247 0.306025577521949 -0.107487873057019 -0.0370769881905478 0.454256883814014 0.4175482006672 0.100546068933017 0.306553114588764 0.392057911133638 0.153867744148373 0.371793330735531 -0.129281165665402 -0.056417538817675 -0.48242082680537 -0.470925349622263 -0.507155678614856 0.106908006394284 -0.518807956201183 0.418246057241233 -0.638270337244366 -0.367777628702476 0.248970412147403 0.125469133719979 0.159742413746068 0.567527149558247 -0.511111280442483 0.283163896365001 -0.0293675360051429 -0.128353603490868 -0.0295298604946447 0.286011154447198 -0.218900552520232 -0.251444454212642 -0.110261703793308 -0.276917355639515 -0.236310638588677 -0.100666111076952 -0.268772030241534 0.45991334679826 -0.553690322991532 -0.225765198968447 -0.0418259573368863 -0.366004453839105 -0.183912848620576 -0.395264527903193
"2" "REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS" -0.268504541258465 -0.427551907239983 0.406857990569593 0.284608226722693 0.1658621257248 -0.299507884846824 0.116884258739221 -0.0325054687089613 0.144062617045646 0.273207659437776 0.0639997178699801 -0.00832477073151475 0.274801805544659 -0.144051294071503 -0.0085286159064327 0.405782380835882 0.441119065704705 0.267739677647736 -0.479459934534173 -0.508592257130532 0.0439243910200121 -0.242620495312663 0.466340354300437 0.486219367953709 0.0172582028364474 0.0541527121056436 0.221273725293996 -0.0595813316516119 -0.340783427642996 0.350736593482604 0.071218942308624 -0.305104036776121 0.077905970156023 0.0463070201558154 -0.0404249953682793 0.0389153753569228 -0.200527657460768 -0.238232667985534 -0.496940252532278 -0.218152264267765 -0.362679153618157 -0.103799439612079 -0.4025051903029 0.206016436916859 0.233999146565686 -0.134066575672592 0.393286215357433 0.153198282392336 -0.234333795715807 0.0830082095926584 0.175445723721107 -0.338060885933354 0.0139986258975945 0.180149793691498 -0.175305862433049 0.123927048598292 0.271483924261466 0.258321832229567 0.274320079969537 0.22577626467809 -0.259465040077438 -0.280275569524711 0.441146573954076 0.519913894780996 -0.210414411701504 -0.275329838122963 -0.287076474004851 -0.313780529503573 -0.341222139060853 -0.540834008519577 -0.350382402862611 0.345628469730146 0.304024502440815 0.049662246845062 0.155373843890903 0.0525563541334459 0.21237355268427 0.432846402211006 -0.0277252345479748 0.0866473807805036 -0.0538509879540436 -0.199698143088327 0.0764190119441404 -0.180751631442521 0.378152216413789 0.0723452270770353 -0.527543553344069 -0.325152266742659 0.0532908463051505 0.331632687259657 -0.118769887989035 -0.30834157990118 -0.210461911526087 0.297860187373021 -0.414617636681216 -0.413282978982158 -0.386143521493524 -0.112870254055051 -0.00875214054254367 0.210850131038821 0.144942714423666 0.118056657844435 0.206919031552389 0.0185825262016472 -0.0400914082034884
"3" "REACTOME_ABACAVIR_METABOLISM" -0.00279708104284376 0.0955168345585116 0.0631368930661051 -0.11058465551619 -0.0545703801993376 -0.288866399513261 0.320030461829239 0.524993207516063 0.736340488625561 0.353255506123712 0.374692633014929 0.0908998538130251 -0.0397261317342995 -0.448223643214246 -0.588070392998522 -0.666272446195046 -0.558775153014079 -0.189672384063905 -0.475046839279718 -0.18912948493351 -0.446253370558087 -0.566934173542221 0.580365011913046 0.537123707715715 0.117728641405352 -0.213136541991121 0.34179466115984 -0.260329648359884 0.271538049046595 0.524737339585543 -0.705576214523594 -0.330246741856915 -0.148232914925854 -0.02323740626847 0.203705155250731 0.0152917687630999 0.528519293347941 0.501570064821662 0.662004834083992 0.596057740276188 0.251348963116841 -0.294941577140277 -0.366887413303291 0.311946965525046 -0.0807734509534328 -0.462520013986875 0.677615822587236 0.000907523368722019 0.130401973850455 -0.0859047599999108 -0.74148268145232 -0.0732363821097821 -0.121665525941213 0.131657705028561 -0.436260405397725 -0.262096865290158 -0.42637955835053 -0.090109279818528 0.0283211958359708 -0.0751769743011701 -0.0952968164582658 0.204568534326063 -0.209306189168554 -0.312884573360756 -0.199779517561291 -0.201436831718831 0.0439431203343828 0.00181896169921542 -0.206438009544253 -0.131913849635313 0.0177981275032214 -0.45039596534556 -0.622792064701661 0.584156750361806 0.513222995274447 0.575859011106111 0.0052919382932286 -0.245819301143414 0.205420845235034 0.489755527117288 0.161041072451985 0.458262516372987 0.0773663671839582 0.26249597338691 -0.00573546403680625 -0.146402980651144 -0.348485336386496 -0.319614437955853 -0.140436351563911 -0.387168800506868 -0.101208137265953 0.00505352585708413 -0.386742028210921 0.304009671665606 0.12352037148409 -0.00591176763239509 -0.287044838978152 -0.619957757780965 -0.106299968081657 0.377454218277267 0.177211099388301 0.18423850814051 -0.0810674127884763 -0.444566584768315 -0.494282657753029
"4" "REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT" 0.398060051701977 0.274400437167066 -0.0534191275677521 0.0613616366273464 -0.0708321989291062 -0.0500880139446352 -0.478064349060574 0.457894424190587 0.716756400293188 -0.0503162358050672 0.141881280212051 -0.200261672775975 -0.151800565524986 -0.685413071361101 -0.631908521644945 -0.417307060803646 -0.505785883804926 -0.0668550321399196 0.565656359059232 0.697731293343023 0.00295620375854205 0.0457603347762135 0.585670206007684 0.620725048816108 -0.0642206177944682 -0.336811606293275 0.732590325120448 0.020188731762427 -0.509191696650559 -0.209047120720388 0.717124965967752 0.64652855512037 -0.294602113543007 -0.246978540746828 -0.514792630910754 -0.385214063338675 0.637046604036657 -0.535755466938364 -0.339912649159402 0.568326716673787 -0.228090900666188 -0.0219437315814045 0.00357239774404547 -0.594427806516511 0.651044863772059 -0.457864267812781 0.521488241234846 -0.334252230588028 -0.0570625247193538 0.150955511176062 -0.0812565208302682 0.465403940629308 -0.675510998286734 0.379219669630588 -0.444620482201155 -0.576333009239017 -0.0155186496051696 -0.5583991287781 0.282959943662108 -0.474365472204823 -0.100821788376633 -0.353588101030148 -0.122072489672528 -0.134501643729424 -0.237615688981073 -0.222316798539755 -0.695537246459074 -0.574507668573008 0.455655856276172 0.411444707622866 -0.383202525608134 -0.704877450415343 -0.648652327798033 0.77865505036748 0.80228060278952 0.102141755150239 0.451670739267794 0.0374542305179965 -0.111195944932926 0.602417928727732 0.43745444341615 0.634389729768712 0.206165857288104 0.38102563255259 0.428363011321449 0.563668920583159 -0.105247718324472 -0.40062066423489 0.02546976512396 -0.218334205530217 -0.481940284962801 0.523718716839014 0.227189398923702 -0.110406097075951 -0.441119499482264 -0.323219534684822 -0.278292286684435 -0.334443731803881 -0.031130464067418 0.130141156252161 -0.00984656296124403 0.101325408955482 0.345667765316717 0.24457086647352 -0.584515625712575
"5" "REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM" 0.261216961570563 0.244723823355837 -0.0446925856697291 -0.0782635329530817 0.00860052515766113 -0.150636479038502 -0.0981792505742357 0.387469837676238 0.6992911904087 0.21924588421355 0.275874772603068 0.0113902608989226 -0.0843604944821406 -0.545182017800413 -0.595765874220459 -0.53078663764455 -0.527596937361247 -0.141972964606674 0.270786002278395 0.357941934555505 -0.239021463519355 -0.342401189150207 0.543483104361589 0.583753181795812 0.0541519279524766 -0.287651741701425 0.544114044884409 -0.15329238421129 -0.176589313867042 0.167377921941482 0.0483210467369795 0.196115981923422 -0.200172802383673 -0.0733633529858001 -0.174167963244865 -0.209876811200648 0.600548811757249 -0.0325322343469423 0.274483570830369 0.569235180528517 -0.00698933119495218 -0.122699786839093 -0.239865170860828 -0.23194478978913 0.410940254564912 -0.488132853930507 0.587378451502446 -0.198970757244762 0.0914722227141929 0.0485810914157848 -0.465095840722672 0.191387761828508 -0.486111407481199 0.300215714827314 -0.472096318460873 -0.379544362219709 -0.20999363733868 -0.387955660921808 0.205290808528914 -0.287098350284035 -0.106375007750805 -0.0473708966104601 -0.183365829690382 -0.269798449782636 -0.174343179095858 -0.207347217030507 -0.470114940114747 -0.37660254534305 0.14548265198938 0.128255259250784 -0.162310483530633 -0.551637349664833 -0.572869876013377 0.666874733176121 0.650854451291803 0.366549676519644 0.348603211728536 -0.197762710918089 0.066513460123075 0.541558760633336 0.29645307667676 0.558577470459605 0.224458812976511 0.319051093658926 0.263391842748242 0.207419975487931 -0.243523175214714 -0.273260038451089 -0.0635924388934516 -0.393820027962993 -0.262052411710361 0.290264368299322 -0.14984987098043 0.201738422363858 -0.165772664074465 -0.108958222121666 -0.327242600098416 -0.51348919127257 -0.0524878500204601 0.232175639039069 0.11266608614227 0.17792488607375 0.193497280935059 -0.0424017168247754 -0.472625047503104
"6" "REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT" -0.169909925699938 -0.370726785556416 -0.0897911642884323 -0.0611576823077137 -0.371520104784576 -0.00644546913384014 -0.221351132373003 -0.125307556939335 -0.0899051071580244 -0.298104118625334 -0.298179853509409 -0.390404176158088 -0.328482010948321 -0.126808643006726 -0.246406232295303 -0.312489177071731 -0.0520927208981544 -0.307499079639426 -0.438430475740392 -0.46099804315702 -0.439770545507652 -0.430101936392082 -0.445957361343004 -0.365305010378632 -0.263211258595388 -0.145252550871523 -0.0906196425102395 -0.169430188430896 -0.166183381485675 -0.2692598116003 -0.310832395449054 -0.557300568867813 -0.329314747926608 -0.275099414957976 -0.396860822033791 -0.315166602294967 -0.168282901789292 -0.401943928725939 -0.355803111695355 -0.249742007538327 -0.256659466168653 -0.121528905100612 -0.218904953624558 -0.188899076873833 -0.19088953118538 -0.28942499225095 -0.13466352776321 -0.0238697209146699 -0.309540476636673 0.0650723453567953 -0.371155458703024 -0.0933703099804943 -0.48501312528527 -0.188757737531438 0.102704789918289 0.103706287192289 0.0194215576161968 -0.233580140703556 -0.429143348180014 -0.403307202886358 -0.156911205398908 -0.261231596288037 -0.492792336155788 -0.512584634471125 -0.415879859499525 -0.410996471315047 -0.373029845212066 -0.253783424822936 -0.126185907169659 -0.504565577849525 -0.158196445456048 -0.421972777066992 -0.350735571519335 -0.0835207477438906 -0.0668389857627294 -0.450760504028618 -0.232996262229511 -0.193078604909995 -0.0155885706907813 -0.114686860259148 -0.117451476182191 -0.0636021564400007 -0.349807796169761 -0.256448977406916 -0.120443210852283 -0.398381917049544 -0.332102537748948 -0.356980433891686 -0.492585372278589 -0.401816211635808 -0.143616019340128 -0.339954470284205 -0.203641681527824 -0.289046143146418 -0.348046010694337 -0.28072418227666 -0.411122850388115 -0.351591290345692 -0.420154348057433 -0.439564174648135 -0.310035629486527 -0.197650171837069 -0.302097530227284 -0.0894545578167842 -0.217226423374632
"7" "REACTOME_ABC_TRANSPORTER_DISORDERS" -0.0952293632150716 -0.393658035736215 -0.0593459954474543 -0.0196885062388082 -0.459684979301394 0.0526482296572063 -0.304054762267714 -0.0254323304874913 -0.0473312748563134 -0.363367789591088 -0.307394478976713 -0.42441614677647 -0.255352713821825 -0.0833586495074423 -0.296252746458398 -0.325224780276817 0.0225328529359129 -0.318973838950807 -0.423225359943398 -0.490276018986342 -0.511887469716572 -0.494773523873776 -0.466575054201431 -0.388083312141781 -0.337241264874429 -0.121695769591298 -0.116263326620577 -0.224518965244806 -0.090073201752334 -0.0639227504063397 -0.25642183700427 -0.620758766261747 -0.39708405364282 -0.350614757566319 -0.504723822726284 -0.41001418989775 -0.131969813274728 -0.44952948341983 -0.382326575102605 -0.241717663772884 -0.178549639853294 -0.0461300687637441 -0.173734483849326 -0.239870321235852 -0.201874180275586 -0.379667199832959 -0.0718718641148285 -0.0333605945601253 -0.355880425142475 0.0823247980957725 -0.431335974806077 -0.109034092723827 -0.506423259956301 -0.134545605480222 0.119064937740772 0.100142150672078 0.111836822296886 -0.182444917979438 -0.455448431829226 -0.442414853132115 -0.146008090645597 -0.294374659665023 -0.498589332298899 -0.4992266837186 -0.494373231938985 -0.484271938401183 -0.41725818069939 -0.296334143844514 -0.108969493106594 -0.534424956385086 -0.110024909393623 -0.40636888222246 -0.341402002265715 -0.0622169846553895 -0.0775345175483824 -0.499181118420716 -0.152551441125638 -0.228274429160528 0.0558571290551979 0.007943217617947 0.016364775331043 0.113389002562677 -0.353217429995626 -0.277816159007933 -0.0931865990248912 -0.412162519336063 -0.34748691205096 -0.390819266758986 -0.537264754209415 -0.407928487362618 -0.0753384940989448 -0.345098042212751 -0.218154228544538 -0.270540407383805 -0.368637449402109 -0.339715929671552 -0.460127846027621 -0.40281841115237 -0.437809664712725 -0.419915345372784 -0.406095764887916 -0.224894714227582 -0.304916347916874 -0.109106177027024 -0.259862633319321
"8" "REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS" 0.0108752647624588 -0.217387287704647 -0.166786882466663 -0.100889552435746 -0.443072446123 -0.118417054502916 0.137008185900834 -0.132770730738093 0.313596508809484 0.467616639604564 0.233832195594249 -0.184519717273134 0.0603123721088702 0.0359302824925617 0.108886604569363 0.0255824958194628 -0.171093802811041 -0.265384478792123 -0.245421594157901 -0.212673026657998 0.523249062983602 0.401052713519733 0.415846988531204 0.360545236514787 0.237221359598622 0.0435901910302039 0.511463978325902 0.341922195130139 -0.178024166071661 -0.18654361223465 -0.177892304987093 -0.0182249869177397 0.262674902953056 0.0527828851673033 0.0463085860723799 -0.169389993331104 0.0446458539260006 -0.386878917458147 -0.313743978059648 0.0544235143108688 -0.556442803413652 -0.0550061412933359 -0.0218580650576677 -0.10845527591183 -0.117534404532967 0.237234480496045 0.274124572976148 -0.358173160572579 0.000949358789055832 0.0328529647792053 0.116095269358014 0.368592785495106 0.0207586846601882 -0.107808579729036 -0.0589344490214986 0.0312078481188119 -0.248368512019292 -0.287765575365562 0.0432776792602335 -0.357215438770993 0.0935770719543832 0.0258900200871632 -0.172419275844259 -0.384121596129174 -0.251921080250683 -0.311006110252196 -0.246595087198285 -0.196957454123732 0.0948495846358148 -0.158072163314661 -0.281677573334817 -0.230749977072005 -0.206591700679086 0.597933486547422 0.546336489408605 0.388522757584077 -0.275726968299187 0.301523061680012 0.0120128179057345 0.0308778659038427 -0.142081589913759 -0.2257287507939 -0.0552167568857914 -0.0190783664517304 -0.126339946665 -0.085422208955254 0.050641086638974 -0.238347140148339 -0.209940730434561 -0.128190573107808 -0.247438144692347 0.186026831617846 0.0845716398382025 0.00966809057930315 -0.00190860432553971 0.0933695599505194 -0.0938265467361282 -0.042747396355436 -0.354467915700565 -0.0850737089230527 0.100834657743573 -0.0328388818620081 0.109957928383835 0.161516444359543 0.0633616881460373
"9" "REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS" 0.19141889090512 0.286934276056152 0.0909162860168183 0.393301373580675 0.316616465498917 -0.257103222409989 -0.0709938916428835 -0.108173094752125 -0.413884358385446 -0.392075752279447 -0.31123949230903 0.163846619283264 -0.172612576373262 0.271767210817753 -0.0403584939151153 -0.504762686261077 -0.465267840933566 0.315904661823908 0.254326334927423 -0.0127668986988469 -0.390929590589997 -0.328465870030098 -0.327941753757923 -0.201307619739964 -0.373825448495538 -0.37141648374573 -0.307518940895766 -0.138600712087728 -0.375513650162115 -0.102686971562865 -0.268009431180608 -0.318598319780157 -0.335243138665694 -0.124161535260176 0.0413170799689323 0.286613006466931 -0.00446417356900491 0.185187582793711 0.045051910305767 -0.0688675097436861 0.20309605370371 -0.267525049051527 -0.253216847274216 -0.0706129340377004 -0.182115056933136 0.304494997243451 -0.276296147952651 0.328179312951664 0.276534314252147 0.0440610323446685 0.111402011433553 0.192828250723915 0.0489167800655348 -0.12347205521164 0.335171304052729 0.248342822646469 0.0148838822745615 0.399518816230053 -0.356925304674307 0.0149223487816358 0.177016017296541 0.17309871510414 -0.345358354981768 -0.123947885113027 0.243658245019521 0.00770908425903666 -0.187824504260722 -0.131911936568091 0.0564128192525741 0.138095363419872 -0.156162117411889 -0.407334980621762 -0.268504473798295 -0.338522506066969 -0.456508766067647 -0.276893509624149 -0.082175889283663 -0.0450954032962148 0.357447373259458 0.180934231561864 0.230698582756576 0.146763741368895 0.229163054524687 0.248976892821888 0.158328528865525 -0.155167052583339 0.150791974505392 -0.279152087634868 -0.251904660667174 -0.133393477035219 0.344141382708328 -0.0629800581685805 -0.0257395949881865 -0.230782730902707 0.0285046709282534 0.00284456265588934 0.0678111122523054 -0.170206950361227 -0.210812135602395 -0.328261053767621 -0.0652418988154199 0.127656772322148 -0.115273935350389 0.0604292954020818 0.0140544376677036
"10" "REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS" -0.0697697276687394 -0.0297877139869761 0.0832328906255046 0.112274194436494 0.173408737694615 -0.0830117459409113 0.142404977343057 0.0909597562059766 -0.232629652061729 -0.451550063712313 -0.367877013380954 -0.428862997457374 0.326466389867241 0.109102027273115 0.0983760846418004 -0.462357471787058 -0.316935539987281 0.394877718179869 -0.143222686567478 -0.0526548109963221 -0.189272836865102 -0.173293812552095 -0.506002500383659 -0.535326773770125 -0.493762529060975 -0.477536226899772 0.345687299607275 0.410739516861995 -0.157935885139335 -0.243038491646966 -0.0480692729145479 -0.328595271639856 -0.295776993279317 -0.153155102847447 0.141567395795972 0.204467948820853 -0.0167600198498875 -0.265119601794326 -0.381245002854975 -0.236533881203215 -0.323900770991061 -0.170803944070445 -0.100478506487433 0.177997356793553 -0.349241387784541 0.0484135810918132 -0.140236255142529 0.252485812378301 0.190493914359781 0.123639250543934 -0.0302293851403665 0.160887807971093 -0.302048888330104 -0.317024344558963 -0.42950782513209 -0.327364047503903 -0.172667804330209 0.178406261179098 -0.178743424011679 0.0341909196326901 0.10630937962229 0.083862909587802 -0.00875791152342548 0.11971980678547 0.142104820431222 -0.0784238780231857 -0.379146789911564 -0.216481204746907 0.000924758962624672 -0.15424613723954 0.26040882209795 -0.0736184100728049 0.0874246199278767 -0.632351344142534 -0.61808252617349 -0.47521934821243 0.0814822475204083 -0.132023904645811 -0.222669067729625 -0.523258874615659 -0.384713509044247 -0.297978188820113 0.28747043508088 0.381311385838298 -0.0405065801651563 -0.397757688816088 0.064274790587567 0.0511428422295626 -0.363754153617838 0.221721420111768 0.267259422261942 -0.0602297575090886 0.0155995141677071 0.0115492288326455 0.248912971930982 0.289854950135192 0.161355196306791 0.257664503301529 -0.196155115200686 -0.398026641270756 0.242556677047741 0.262150766366646 -0.497895839296683 -0.160389229807269 -0.0475650563497837
